row_number,prompt,ground_truth_path,final_template_path,success,failure_reason,error_message,failed_at_stage,total_iterations,highest_feedback_level,coverage_percentage,accuracy_percentage
13,"We need a CloudFormation template of an EC2 instance with cfn-init and cfn-signal that is able to deploy on AWS successfully. The solution should deploy an EC2 instance preconfigured with Apache HTTP Server via `cfn-init` package installation and service setup. Automate web server initialization by creating a sample `index.html` page and configuring `cfn-hup` for metadata updates, enabling automatic reconfiguration if stack parameters change. Use a CreationPolicy with ResourceSignal to pause stack creation until `cfn-signal` confirms successful instance bootstrapping (timeout: 5 minutes), preventing incomplete deployments.  ",groud_truth\template\InstanceWithCfnInit.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_13_update_4_template_20250422_083017.yaml,TRUE,,,,4,moderate,100,25
14,We need a CloudFormation template that creates a single Elastic Network Interface (ENI) with two Elastic IPs (EIPs) and secondary private IPs which enables a single EC2 instance (not explicitly defined) to handle multiple public-facing IP addresses through one network interface.,groud_truth\template\SingleENIwithMultipleEIPs.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_14_update_9_template_20250422_083713.yaml,TRUE,,,,9,moderate,100,69.23076923
15,We need a CloudFormation template of API Gateway with lambda non-proxy integration for RESTApi that is able to deploy on AWS successfully.,groud_truth\template\apigateway_lambda_integration.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_15_update_4_template_20250406_122357.yaml,TRUE,,,,4,moderate,100,70
16,"We need a CloudFormation template that creates AWS Glue resources for crawling and cataloging CloudTrail logs stored in S3 which attempts to enable structured querying via Athena. The solution should deploy a Glue Database and Crawler to analyze CloudTrail logs in an S3 bucket (`s3://kk-admin/cloud-trail/AWSLogs/`), automatically inferring schemas and creating metadata tables. Define crawler settings to handle schema updates and prefix tables with `cloudtrail_` for organizational clarity.  ",groud_truth\template\glue-for-cloudtrail.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_16_update_1_template_20250422_072445.yaml,TRUE,,,,1,,100,75
17,"We need a CloudFormation template that creates multi-threshold AWS billing alarms using CloudWatch and SNS which monitor monthly AWS costs and send email alerts when spending exceeds predefined levels. The solution should deploy four CloudWatch alarms tracking the `EstimatedCharges` metric, triggering at $5, $10, $20, and $40 thresholds respectively. Configure an SNS topic with an email subscription to notify email address (xxxxx@gmail.com) when any alarm threshold is breached. Please monitor charges with alarms evaluated every 6 hours to balance responsiveness and noise reduction. ",groud_truth\template\billing-alarms.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_17_update_1_template_20250422_072551.yaml,TRUE,,,,1,,100,83.33333333
18,"We need a CloudFormation template that creates an integration between DynamoDB streams and Amazon EventBridge to automate event-driven workflows based on specific data changes. The template mus configure an EventBridge Pipe to filter DynamoDB stream events (e.g., when a user¡¯s `avatarUrl` field ends with `.png`) and route matching events to the bus with predefined metadata (`DetailType` and `Source`). ",groud_truth\template\dynamodb_with_eventbridge.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_18_update_3_template_20250422_072840.yaml,TRUE,,,,3,simple,100,80
19,"We need a CloudFormation template that creates an Amazon EventBridge configuration to route custom events to an external API endpoint via HTTPS. The template should deploy an EventBridge event bus, an API destination ('https://webhook.site/testtest'), and a connection secured by an API key for authentication. ",groud_truth\template\eventbridge.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_19_update_6_template_20250422_073208.yaml,TRUE,,,,6,moderate,100,100
20,"We need a CloudFormation template that creates a CloudWatch Dashboard and a set of CloudWatch Logs Insights queries to monitor and analyze AWS Client VPN usage patterns. The solution should aggregate metrics such as connection durations, data transfer volumes (ingress/egress), and user activity across different authentication methods (AD/SAML, Mutual Auth, and Mixed Auth). The template must organize queries into a logical folder structure and display results in a centralized dashboard with tables showing endpoint-specific usage, distinct user statistics, and authentication-type breakdowns.",groud_truth\template\CloudWatch_Dashboard_ClientVPN.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_20_update_5_template_20250422_073738.yaml,TRUE,,,,5,moderate,7.142857143,100
21,"We need a CloudFormation template that creates an Amazon Timestream database and tables with configurable retention policies and error handling. The template should define four tables (poc-table-01-batch-write, poc-table-02-older-records-memonly, poc-table-03-older-records-magnetic, poc-table-04-common-attributes).",groud_truth\template\ts_tables.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_21_update_4_template_20250422_090349.yaml,TRUE,,,,4,simple,83.33333333,100
22,We need a CloudFormation template that creates a DynamoDB table with local and global secondary indexes.,groud_truth\template\DynamoDB_Secondary_Indexes.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_22_update_3_template_20250422_092547.yaml,TRUE,,,,3,simple,100,100
23,We need a CloudFormation template that creates a DynamoDB table. ,groud_truth\template\DynamoDB_Table.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_23_update_5_template_20250422_092755.yaml,TRUE,,,,5,simple,100,100
24,"We need a CloudFormation template of a VPC containing two subnets and an auto scaling group containing instances with Internet access and ElastiCache configured with automated snapshot management and failover capabilities. It must allow optional configuration of snapshot retention policies, with a Lambda function and IAM role to enable/disable snapshotting dynamically. The template should enforce minimal infrastructure costs by defaulting to the `cache.m3.medium` instance type and include regional AZ mappings for subnet placement. ",groud_truth\template\Elasticache-snapshot.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_24_update_2_template_20250422_113152.yaml,TRUE,,,,2,simple,88.23529412,83.33333333
25,"We need a CloudFormation template that creates an IoT data pipeline to route messages from AWS IoT Core to an SQS queue via SNS. The template should deploy an SQS queue to store messages, an SNS topic to act as a pub/sub intermediary, and an IoT Rule to capture messages from the `device/data` MQTT topic. ",groud_truth\template\iot_sns_sqs.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_25_update_1_template_20250426_094333.yaml,TRUE,,,,1,,85.71428571,100
26,"We need a CloudFormation template that creates an S3 bucket integrated with Amazon EventBridge and SNS to notify subscribers about object creation events. The template should deploy an S3 bucket configured to send events to EventBridge, an SNS topic for message distribution, and an EventBridge rule that triggers on `Object Created` events from the bucket.",groud_truth\template\s3_sns.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_26_update_4_template_20250426_094538.yaml,TRUE,,,,4,moderate,100,80
27,"We need a CloudFormation template that creates a real-time data ingestion and storage pipeline using Amazon Kinesis Data Stream and Kinesis Data Firehose, which delivers the data to an S3 bucket. ",groud_truth\template\sam_kinesis.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_27_update_2_template_20250426_094744.yaml,TRUE,,,,2,simple,100,83.33333333
28,"We need a CloudFormation template that creates an automated monitoring and notification system for AWS Secrets Manager secret lifecycle events, which sends alerts via Amazon SNS when secrets are created, updated, or accessed. ",groud_truth\template\sns_for_secret_manager.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_28_update_8_template_20250426_095439.yaml,TRUE,,,,8,moderate,66.66666667,14.28571429
29,"We need a CloudFormation template that creates secure parameter storage and retrieval workflows using AWS Systems Manager (SSM) Parameter Store and Secrets Manager which demonstrates centralized configuration management for serverless applications. The solution should define SSM Parameters under a stack-specific namespace to store non-sensitive configuration values (e.g., ""This is A/B""). Generate a Secrets Manager secret with a dynamically created password and predefined username, enforcing security constraints (e.g., excluded characters). Deploy a Lambda function to fetch and decrypt parameters/secrets using Boto3, showcasing path-based SSM parameter retrieval and Secrets Manager secret decryption workflows. Attach IAM roles/policies to grant the Lambda permissions for SSM, Secrets Manager, and CloudWatch logging, ensuring least-privilege access.",groud_truth\template\parameter-store-demo.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_29_update_4_template_20250426_095828.yaml,TRUE,,,,4,moderate,83.33333333,83.33333333
30,"We need a CloudFormation template that creates a EFS file system with cross-AZ EC2 instances and performance monitoring which provides shared storage for applications requiring multi-AZ accessibility. The solution should also launch two EC2 instances in separate AZs with IAM roles granting EFS access and SSM permissions, automating EFS mounting via user data scripts that retry until mount targets are available. Configure CloudWatch alarms to monitor EFS I/O limits and throughput utilization, triggering alerts at 95% I/O limit and 80% throughput thresholds. Note to establish a VPC with public subnets, internet gateway, and network ACLs to support EFS and EC2 connectivity while enforcing security group rules for controlled NFS access. Use cfn-signal and CreationPolicies to ensure instances successfully mount EFS before stack completion, avoiding partial deployments.  ",groud_truth\template\efs-provisioned.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_30_update_4_template_20250426_110000.yaml,TRUE,,,,4,moderate,80,90.90909091
31,"We need a CloudFormation template that creates an automated deployment pipeline for the Etherpad application using AWS CodeDeploy. The template should deploy Etherpad on EC2 instances within an Auto Scaling group across two subnets, fronted by an internet-facing Application Load Balancer for traffic distribution. It must provision a MySQL RDS instance for database storage and integrate AWS Systems Manager (SSM) for secure parameter storage. The solution should automate instance provisioning with a launch template that installs dependencies (Node.js, CodeDeploy agent) and signals CloudFormation upon readiness. An S3 bucket stores deployment artifacts, while CodeDeploy resources manage application updates. ",groud_truth\template\codedeploy.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_31_update_17_template_20250426_123540.yaml,TRUE,,,,17,advanced,77.41935484,70.58823529
32,We need a CloudFormation template that creates a Lambda sample.,groud_truth\template\LambdaSample.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_32_update_1_template_20250426_124416.yaml,TRUE,,,,1,,100,66.66666667
33,"We need a CloudFormation template that creates IAM roles for EC2 instances with read-only access to IAM metadata, which allows them to retrieve and list IAM resources. The template should define two roles that trust the EC2 service, attach a managed policy granting permissions for `iam:Get*` and `iam:List*` actions across all IAM resources.",groud_truth\template\lab3.1.4.iamrole.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_33_update_1_template_20250426_124516.yaml,TRUE,,,,1,,66.66666667,50
34,"We need a CloudFormation template that creates a MySQL RDS instance (db.r5.large) with Provisioned IOPS (io1 storage) within a VPC. The solution should deploy the database across two private subnets in different Availability Zones using a DB subnet group, with network isolation via a dedicated VPC and a security group restricting access to port 3306 for internal VPC traffic. ",groud_truth\template\RDS_PIOPS.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_34_update_4_template_20250426_125132.yaml,TRUE,,,,4,moderate,100,42.85714286
35,"We need a CloudFormation template that creates MySQL RDS instance (db.t3.micro) with automated snapshots and basic networking infrastructure. The template should deploy the database in a VPC with public subnets across two Availability Zones, using a route table and internet gateway for external connectivity. ",groud_truth\template\RDS_Snapshot_On_Delete.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_35_update_6_template_20250426_133924.yaml,TRUE,,,,6,moderate,100,100
36,We need a CloudFormation template that creates a MySQL RDS instance (db.t3.micro) with a custom parameter group and secure network isolation. The template should deploy the database in a VPC with two subnets across Availability Zones. It must integrate AWS Secrets Manager to securely generate and manage admin credentials. ,groud_truth\template\RDS_with_DBParameterGroup.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_36_update_14_template_20250426_135641.yaml,TRUE,,,,14,moderate,100,18.18181818
37,We need a CloudFormation template that creates a secure bucket that passes default security scanning checks. Includes a bucket to store replicas and an access log bucket. Server side encryption is enabled. Public access is disabled. The bucket policy requires secure transport.,groud_truth\template\compliant-bucket.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_37_update_11_template_20250426_143708.yaml,TRUE,,,,11,advanced,87.5,70
38,We need a CloudFormation template that creates a S3 bucket trigger lambda function.,groud_truth\template\S3_LambdaTrigger.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_38_update_9_template_20250426_144636.yaml,TRUE,,,,9,moderate,100,57.14285714
39,"We need a CloudFormation template that creates an Amazon ECR repository, which include a repository policy granting the AWS account root user permissions to perform critical ECR actions, for Kubernetes container image management. ",groud_truth\template\ecr.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_39_update_4_template_20250426_144851.yaml,TRUE,,,,4,moderate,100,100
40,We need a CloudFormation template that creates SQS FIFO Queue.,groud_truth\template\SQSFIFOQueue.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_40_update_2_template_20250426_145147.yaml,TRUE,,,,2,simple,50,100
41,We need a CloudFormation template that creates SQS Standard Queue.,groud_truth\template\SQSStandardQueue.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_41_update_1_template_20250426_145242.yaml,TRUE,,,,1,,100,100
42,"We need a CloudFormation template that creates a VPC, with a pair of public and private subnets, in total three, spread across two Availability Zones. It uses a static AZ Mapping known as RegionMap to ensure that your resources persist in a given Availability Zone if we add or remove zones.",groud_truth\template\FindInMapAZs.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_42_update_1_template_20250426_145344.yaml,TRUE,,,,1,,54.54545455,100
43,We need a CloudFormation template that creates a S3 bucket with integrated AWS KMS encryption and lifecycle management. The template must include a KMS key alias for simplified key management and tag the bucket for organizational tracking. ,groud_truth\template\lab2.2.4.create.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_43_update_2_template_20250426_145654.yaml,TRUE,,,,2,simple,100,75
44,"We need a CloudFormation template that creates a VPC with Managed NAT. Note, you can assume there are four subnets.",groud_truth\template\VPC_With_Managed_NAT_And_Private_Subnet.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_44_update_1_template_20250426_145827.yaml,TRUE,,,,1,,65.38461538,100
45,We need a CloudFormation template that creates an Amazon Data Firehose stream with server-side encryption set using AWS Managed keys and destination error logging enabled to a created Amazon CloudWatch log group and log stream.,groud_truth\template\DataFirehoseDeliveryStream.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_45_update_5_template_20250427_064651.yaml,TRUE,,,,5,moderate,100,80
46,"We need a CloudFormation template that creates a resilient Jenkins CI/CD server with automated hardware failure recovery and secure access. The template should deploy Jenkins on an EC2 instance within a VPC, using a static Elastic IP for consistent public access and a security group allowing HTTP/ICMP traffic. It must automatically recover the instance via a CloudWatch alarm if system-level failures occur, ensuring continuity. The solution integrates an IAM role for Systems Manager (SSM) access, enabling secure management without SSH.",groud_truth\template\recovery.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_46_update_3_template_20250427_065059.yaml,TRUE,,,,3,simple,76.47058824,92.85714286
47,"We need a CloudFormation template that creates IAM roles for EC2 instances with restricted read-only access to AWS IAM metadata, which enables them to retrieve and list IAM resources without modification rights. ",groud_truth\template\lab3.1.3.iamrole.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_47_update_1_template_20250427_065436.yaml,TRUE,,,,1,,66.66666667,66.66666667
48,"We need a CloudFormation template that creates an AWS Glue ETL job infrastructure. The template should provision an S3 bucket to store Glue scripts and Spark logs, define an IAM role granting AWS Glue permissions to access S3 and execute jobs, and configure a Glue job with version 4.0 using Python scripts from the bucket (gue_scripts/sample_convert.py). ",groud_truth\template\010_resources.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_48_update_2_template_20250427_065919.yaml,TRUE,,,,2,simple,100,75
49,We need a CloudFormation template that creates a simple Amazon ECS cluster that is setup for serverless usage with AWS Fargate.,groud_truth\template\ecs_serverless_with_fargate.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_49_update_2_template_20250427_070124.yaml,TRUE,,,,2,simple,100,100
50,"We need a CloudFormation template that creates a scalable URL-to-PNG screenshot service with automated load testing and S3/SQS integration, designed to dynamically process website screenshot requests and store results in a secure, distributed environment. The template should deploy an Auto Scaling group of EC2 instances (workers) across two Availability Zones, configured to consume messages from an SQS queue and generate screenshots using Chromium, saving outputs to an S3 bucket. It must include a load test instance that populates the queue with sample URL requests to simulate traffic, while CloudWatch alarms trigger scaling policies based on queue depth (scaling up/down between 1-2 instances). ",groud_truth\template\url2png-loadtest.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_50_update_10_template_20250515_100059.yaml,TRUE,,,,10,moderate,46.15384615,66.66666667
51,"We need a CloudFormation template that creates a web server infrastructure with an Application Load Balancer (ALB) and Auto Scaling group, designed to distribute traffic across multiple EC2 instances in different Availability Zones for scalability and fault tolerance. The template must provision EC2 instances via a launch template that installs and configures Apache HTTP Server, ensuring each instance dynamically generates a unique HTML page. The solution enforces security via IAM roles for SSM access, and restricts web server traffic to the ALB. ",groud_truth\template\loadbalancer.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_51_update_5_template_20250515_100654.yaml,TRUE,,,,5,moderate,78.26086957,90
52,"We need a CloudFormation template that creates a multi-region application failover architecture using Amazon Route 53 Application Recovery Controller (ARC). The template should configure a recovery cluster and control panel, define routing controls for two AWS regions, enforce a safety rule to maintain at least one active region at all times, and set up health checks linked to routing controls for monitoring regional application health. ",groud_truth\template\Route53-ARC-routing-control.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_52_update_12_template_20250427_084051.yaml,TRUE,,,,12,advanced,100,77.77777778
53,"We need a CloudFormation template that creates an AWS EMR Serverless environment. The template should provision an IAM role granting EMR Serverless permissions to interact with S3 and CloudWatch Logs, deploy a private S3 bucket for storing scripts and data, and configure an EMR Serverless application (`emr-6.15.0` Spark) with auto-start/auto-stop features to minimize idle costs.",groud_truth\template\010_emr_serverless.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_53_update_8_template_20250427_084641.yaml,TRUE,,,,8,moderate,100,50
54,"We need a CloudFormation template that creates a centralized Amazon SNS topic with secure cross-service notification capabilities and email subscription, designed to aggregate alerts and events from AWS services into a single channel. ",groud_truth\template\central_alert.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_54_update_4_template_20250427_084919.yaml,TRUE,,,,4,moderate,100,60
55,We need a CloudFormation template that creates a vpc with security group.,groud_truth\template\client_security_group.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_55_update_1_template_20250427_085026.yaml,TRUE,,,,1,,100,20
56,"We need a CloudFormation template that creates a secure Amazon Cognito User Pool with administrator-controlled user provisioning and email-based authentication, designed for applications requiring centralized user management. ",groud_truth\template\cognito_userpool.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_56_update_3_template_20250427_093401.yaml,TRUE,,,,3,simple,33.33333333,50
57,"We need a CloudFormation template that creates a basic Amazon ECS cluster with configurable monitoring capabilities, designed to serve as a foundational component for containerized workloads. ",groud_truth\template\simple_ecs.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_57_update_5_template_20250427_093734.yaml,TRUE,,,,5,moderate,100,20
58,"We need a CloudFormation template that creates a scalable and monitored Amazon EFS file system with automated backups and performance safeguards, designed for shared storage in a VPC-based environment. The template must integrate CloudWatch alarms to monitor IO utilization, burst credits, and throughput thresholds for proactive performance management. Automated backups via AWS Backup should be conditionally enabled with a customizable CRON schedule. ",groud_truth\template\efs_file_system.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_58_update_14_template_20250427_100316.yaml,TRUE,,,,14,advanced,100,48
59,We need a CloudFormation template that creates an Amazon Kinesis Data Stream for real-time data ingestion and processing and alerts for read and write throughput exceeding.,groud_truth\template\kinesis-data-stream.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_59_update_4_template_20250427_100734.yaml,TRUE,,,,4,moderate,100,60
60,We need a CloudFormation template that creates an AWS KMS (Key Management Service) Key for centralized encryption management. Remember to include the Alias for the key.,groud_truth\template\kms-key.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_60_update_1_template_20250427_100811.yaml,TRUE,,,,1,,100,100
61,"We need a CloudFormation template that creates a private Amazon Route 53 Hosted Zone?for internal DNS management within a VPC.?Note the domain is: ""www.example.com"".",groud_truth\template\route53-hosted-zone-private.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_61_update_5_template_20250427_101114.yaml,TRUE,,,,5,moderate,100,66.66666667
62,"We need a CloudFormation template that creates a Amazon Aurora MySQL cluster with two database instances and customized database parameter groups. It must include two publicly accessible `db.t3.large` instances for redundancy, with parameter groups enforcing database-specific settings like `time_zone` and `sql_mode`. ",groud_truth\template\rds_2db_instance.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_62_update_11_template_20250427_110001.yaml,TRUE,,,,11,moderate,100,68.75
63,We need a CloudFormation template that creates an Amazon Aurora MySQL cluster with CloudWatch Logs integration. The template should deploy a multi-AZ Aurora cluster with two publicly accessible instances (`db.t3.large`) across two subnets. It must enable error log exports to CloudWatch for monitoring and troubleshooting.,groud_truth\template\rds_psql_export.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_63_update_12_template_20250427_112526.yaml,TRUE,,,,12,moderate,100,58.82352941
64,"We need a CloudFormation template that creates a web application environment with a public-facing EC2 instance in a VPC. The template should deploy a VPC with public and private subnets, an internet gateway, and route tables to enable public internet access for the web server. It must provision an EC2 instance in the public subnet with Apache HTTP Server, PHP, and a sample inventory application pre-installed via user data scripts. ",groud_truth\template\arch6-lab3.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_64_update_5_template_20250427_114745.yaml,TRUE,,,,5,moderate,85.71428571,85.71428571
65,We need a CloudFormation template that creates a AWS Lambda function with a Node.js 20.x runtime that print hello world.,groud_truth\template\lambda_template.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_65_update_1_template_20250427_114936.yaml,TRUE,,,,1,,100,100
66,"We need a CloudFormation template that creates a VPC with a single public subnet, internet gateway, and associated routing infrastructure, designed to enable internet accessibility for resources while providing foundational networking for demonstrations like CloudWatch EC2 auto-alarms.",groud_truth\template\create_vpc_example.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_66_update_2_template_20250427_115055.yaml,TRUE,,,,2,simple,100,100
67,We need a CloudFormation template that creates an Amazon S3 bucket that can be made accessible to an entire AWS Organization or Organization Unit. It must also allow flexibility for single-account use (when no Organization ID is given) or enterprise-wide access.,groud_truth\template\cloudwatch-config-s3-bucket.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_67_update_11_template_20250427_115810.yaml,TRUE,,,,11,moderate,100,100
68,We need a CloudFormation template that creates an IAM role with AWS managed policy and instance profile for EC2 instances with permissions to integrate with Amazon CloudWatch and AWS Systems Manager (SSM) ,groud_truth\template\ssm-cloudwatch-instance-role.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_68_update_1_template_20250406_163859.yaml,TRUE,,,,1,,100,100
69,"We need a CloudFormation template that creates a VPC, Security Group, S3 Bucket, and DynamoDB Table with deletion protection enabled.",groud_truth\template\s3_dynamodb.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_69_update_8_template_20250406_164841.yaml,TRUE,,,,8,moderate,80,33.33333333
70,"We need a CloudFormation template that creates a multi-AZ VPC with two public and two private subnets, route tables, and routes to the Internet.",groud_truth\template\base-network.yaml,llm_generated_data/template/iterative/claude/claude-3-7-sonnet-20250219/row_70_update_1_template_20250406_164942.yaml,TRUE,,,,1,,91.30434783,100
