check_id,check_name,severity,short_code,description,service,framework,source_file_url,source_code
AVD-AWS-0148,Ensure a log metric filter and alarm exist for AWS Management Console sign-in without MFA,LOW,,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm console logins that  aren't protected by MFA. Monitoring for single-factor console logins increases visibility into accounts that aren't protected by MFA.
",cloudwatch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/cloudwatch/require_non_mfa_login_alarm.rego,"# METADATA
# title: Ensure a log metric filter and alarm exist for AWS Management Console sign-in without MFA
# description: |
#   You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
#   CIS recommends that you create a metric filter and alarm console logins that  aren't protected by MFA. Monitoring for single-factor console logins increases visibility into accounts that aren't protected by MFA.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://aws.amazon.com/iam/features/mfa/
# custom:
#   id: AWS-0148
#   long_id: aws-cloudwatch-require-non-mfa-login-alarm
#   aliases:
#     - AVD-AWS-0148
#     - require-non-mfa-login-alarm
#     - aws-cloudwatch-require-non-mfa-login-alarm
#   provider: aws
#   service: cloudwatch
#   severity: LOW
#   recommended_action: Create an alarm to alert on non MFA logins
#   frameworks:
#     cis-aws-1.2:
#       - ""3.2""
#     cis-aws-1.4:
#       - ""4.2""
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: cloudwatch
#             provider: aws
package builtin.aws.cloudwatch.aws0148

import rego.v1

import data.lib.aws.trails

# TODO(nikpivkin): string can be escaped
# https://github.com/cisagov/crossfeed/blob/7da8691c302267015bb45a9ad4485dd87e554fab/infrastructure/log_filters.tf#L28
filter_pattern := `($.eventName = ""ConsoleLogin"") && 
($.additionalEventData.MFAUsed != ""Yes"") && 
($.userIdentity.type==""IAMUser"") && 
($.responseElements.ConsoleLogin == ""Success"")`

deny contains res if {
	some trail in trails.trails_without_filter(filter_pattern)
	res := result.new(""Cloudtrail has no non-MFA login log filter"", trail)
}

deny contains res if {
	some trail in trails.trails_without_alarm_for_filter(filter_pattern)
	res := result.new(""Cloudtrail has no non-MFA login alarm"", trail)
}
"
AVD-AWS-0174,Ensure a log metric filter and alarm exist for organisation changes,LOW,,"Monitoring AWS Organizations changes can help you prevent any unwanted, accidental or
intentional modifications that may lead to unauthorized access or other security breaches.
This monitoring technique helps you to ensure that any unexpected changes performed
within your AWS Organizations can be investigated and any unwanted changes can be
rolled back.
",cloudwatch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/cloudwatch/require_org_changes_alarm.rego,"# METADATA
# title: Ensure a log metric filter and alarm exist for organisation changes
# description: |
#   Monitoring AWS Organizations changes can help you prevent any unwanted, accidental or
#   intentional modifications that may lead to unauthorized access or other security breaches.
#   This monitoring technique helps you to ensure that any unexpected changes performed
#   within your AWS Organizations can be investigated and any unwanted changes can be
#   rolled back.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/organizations/latest/userguide/orgs_security_incident-response.html
# custom:
#   id: AWS-0174
#   long_id: aws-cloudwatch-require-org-changes-alarm
#   aliases:
#     - AVD-AWS-0174
#     - require-org-changes-alarm
#     - aws-cloudwatch-require-org-changes-alarm
#   provider: aws
#   service: cloudwatch
#   severity: LOW
#   recommended_action: Create an alarm to alert on organisation changes
#   frameworks:
#     cis-aws-1.4:
#       - ""4.15""
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: cloudwatch
#             provider: aws
package builtin.aws.cloudwatch.aws0174

import rego.v1

import data.lib.aws.trails

deny contains res if {
	some trail in trails.trails_without_filter([
		""$.eventSource = organizations.amazonaws.com"",
		`$.eventSource = ""organizations.amazonaws.com""`,
	])
	res := result.new(""Cloudwatch has no organisation changes log filter"", trail)
}

deny contains res if {
	some trail in trails.trails_without_alarm_for_filter([
		""$.eventSource = organizations.amazonaws.com"",
		`$.eventSource = ""organizations.amazonaws.com""`,
	])
	res := result.new(""Cloudwatch has organisation changes alarm"", trail)
}
"
AVD-AWS-0159,Ensure a log metric filter and alarm exist for route table changes,LOW,,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
Routing tables route network traffic between subnets and to network gateways.
CIS recommends that you create a metric filter and alarm for changes to route tables. Monitoring these changes helps ensure that all VPC traffic flows through an expected path.
",cloudwatch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/cloudwatch/require_route_table_change_alarm.rego,"# METADATA
# title: Ensure a log metric filter and alarm exist for route table changes
# description: |
#   You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
#   Routing tables route network traffic between subnets and to network gateways.
#   CIS recommends that you create a metric filter and alarm for changes to route tables. Monitoring these changes helps ensure that all VPC traffic flows through an expected path.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
# custom:
#   id: AWS-0159
#   long_id: aws-cloudwatch-require-network-gateway-changes-alarm
#   aliases:
#     - AVD-AWS-0159
#     - require-network-gateway-changes-alarm
#     - aws-cloudwatch-require-network-gateway-changes-alarm
#   provider: aws
#   service: cloudwatch
#   severity: LOW
#   recommended_action: Create an alarm to alert on route table changes
#   frameworks:
#     cis-aws-1.2:
#       - ""3.13""
#     cis-aws-1.4:
#       - ""4.13""
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: cloudwatch
#             provider: aws
package builtin.aws.cloudwatch.aws0159

import rego.v1

import data.lib.aws.trails

pattern := `{($.eventName=CreateRoute) || ($.eventName=CreateRouteTable) || ($.eventName=ReplaceRoute) || ($.eventName=ReplaceRouteTableAssociation) || ($.eventName=DeleteRouteTable) || ($.eventName=DeleteRoute) || ($.eventName=DisassociateRouteTable)}`

deny contains res if {
	some trail in trails.trails_without_filter(pattern)
	res := result.new(""Cloudtrail has no route table change log filter"", trail)
}

deny contains res if {
	some trail in trails.trails_without_alarm_for_filter(pattern)
	res := result.new(""Cloudtrail has no route table change alarm"", trail)
}
"
AVD-AWS-0149,Ensure a log metric filter and alarm exist for usage of root user,LOW,,"You can do real-time monitoring of API calls directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for root user login attempts. Monitoring for root user logins provides visibility into the use of a fully privileged account and an opportunity to reduce the use of it.
",cloudwatch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/cloudwatch/require_root_user_usage_alarm.rego,"# METADATA
# title: Ensure a log metric filter and alarm exist for usage of root user
# description: |
#   You can do real-time monitoring of API calls directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
#   CIS recommends that you create a metric filter and alarm for root user login attempts. Monitoring for root user logins provides visibility into the use of a fully privileged account and an opportunity to reduce the use of it.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://aws.amazon.com/iam/features/mfa/
# custom:
#   id: AWS-0149
#   long_id: aws-cloudwatch-require-root-user-usage-alarm
#   aliases:
#     - AVD-AWS-0149
#     - require-root-user-usage-alarm
#     - aws-cloudwatch-require-root-user-usage-alarm
#   provider: aws
#   service: cloudwatch
#   severity: LOW
#   recommended_action: Create an alarm to alert on root user login
#   frameworks:
#     cis-aws-1.2:
#       - ""3.3""
#     cis-aws-1.4:
#       - ""4.3""
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: cloudwatch
#             provider: aws
package builtin.aws.cloudwatch.aws0149

import rego.v1

import data.lib.aws.trails

pattern := `$.userIdentity.type = ""Root"" && $.userIdentity.invokedBy NOT EXISTS && &.eventType != ""AwsServiceEvent""`

deny contains res if {
	some trail in trails.trails_without_filter(pattern)
	res := result.new(""Cloudtrail has no root user usage log filter"", trail)
}

deny contains res if {
	some trail in trails.trails_without_alarm_for_filter(pattern)
	res := result.new(""Cloudtrail has no root user usage alarm"", trail)
}
"
AVD-AWS-0156,Ensure a log metric filter and alarm exist for security group changes,LOW,,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
Security groups are a stateful packet filter that controls ingress and egress traffic in a VPC.
CIS recommends that you create a metric filter and alarm for changes to security groups. Monitoring these changes helps ensure that resources and services aren't unintentionally exposed.
",cloudwatch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/cloudwatch/require_security_group_change_alarm.rego,"# METADATA
# title: Ensure a log metric filter and alarm exist for security group changes
# description: |
#   You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
#   Security groups are a stateful packet filter that controls ingress and egress traffic in a VPC.
#   CIS recommends that you create a metric filter and alarm for changes to security groups. Monitoring these changes helps ensure that resources and services aren't unintentionally exposed.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
# custom:
#   id: AWS-0156
#   long_id: aws-cloudwatch-require-sg-change-alarms
#   aliases:
#     - AVD-AWS-0156
#     - require-sg-change-alarms
#     - aws-cloudwatch-require-sg-change-alarms
#   provider: aws
#   service: cloudwatch
#   severity: LOW
#   recommended_action: Create an alarm to alert on security group changes
#   frameworks:
#     cis-aws-1.2:
#       - ""3.10""
#     cis-aws-1.4:
#       - ""4.10""
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: cloudwatch
#             provider: aws
package builtin.aws.cloudwatch.aws0156

import rego.v1

import data.lib.aws.trails

pattern := `{($.eventName=AuthorizeSecurityGroupIngress) || ($.eventName=AuthorizeSecurityGroupEgress) || ($.eventName=RevokeSecurityGroupIngress) || ($.eventName=RevokeSecurityGroupEgress) || ($.eventName=CreateSecurityGroup) || ($.eventName=DeleteSecurityGroup)}`

deny contains res if {
	some trail in trails.trails_without_filter(pattern)
	res := result.new(""Cloudtrail has no Security Group change log filter"", trail)
}

deny contains res if {
	some trail in trails.trails_without_alarm_for_filter(pattern)
	res := result.new(""Cloudtrail has no Security Group change alarm"", trail)
}
"
AVD-AWS-0154,Ensure a log metric filter and alarm exist for S3 bucket policy changes,LOW,,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for changes to S3 bucket policies. Monitoring these changes might reduce time to detect and correct permissive policies on sensitive S3 buckets.
",cloudwatch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/cloudwatch/require_s3_bucket_policy_change_alarm.rego,"# METADATA
# title: Ensure a log metric filter and alarm exist for S3 bucket policy changes
# description: |
#   You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
#   CIS recommends that you create a metric filter and alarm for changes to S3 bucket policies. Monitoring these changes might reduce time to detect and correct permissive policies on sensitive S3 buckets.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
# custom:
#   id: AWS-0154
#   long_id: aws-cloudwatch-require-s3-bucket-policy-change-alarm
#   aliases:
#     - AVD-AWS-0154
#     - require-s3-bucket-policy-change-alarm
#     - aws-cloudwatch-require-s3-bucket-policy-change-alarm
#   provider: aws
#   service: cloudwatch
#   severity: LOW
#   recommended_action: Create an alarm to alert on S3 Bucket policy changes
#   frameworks:
#     cis-aws-1.2:
#       - ""3.8""
#     cis-aws-1.4:
#       - ""4.8""
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: cloudwatch
#             provider: aws
package builtin.aws.cloudwatch.aws0154

import rego.v1

import data.lib.aws.trails

pattern := `{($.eventSource=s3.amazonaws.com) && (($.eventName=PutBucketAcl) || ($.eventName=PutBucketPolicy) || ($.eventName=PutBucketCors) || ($.eventName=PutBucketLifecycle) || ($.eventName=PutBucketReplication) || ($.eventName=DeleteBucketPolicy) || ($.eventName=DeleteBucketCors) || ($.eventName=DeleteBucketLifecycle) || ($.eventName=DeleteBucketReplication))}`

deny contains res if {
	some trail in trails.trails_without_filter(pattern)
	res := result.new(""Cloudtrail has no S3 bucket policy change log filter"", trail)
}

deny contains res if {
	some trail in trails.trails_without_alarm_for_filter(pattern)
	res := result.new(""Cloudtrail has no S3 bucket policy change alarm"", trail)
}
"
AVD-AWS-0147,Ensure a log metric filter and alarm exist for unauthorized API calls,LOW,,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms. You can have more than one VPC in an account, and you can create a peer connection between two VPCs, enabling network traffic to route between VPCs.
CIS recommends that you create a metric filter and alarm for changes to VPCs. Monitoring these changes helps ensure that authentication and authorization controls remain intact.
",cloudwatch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/cloudwatch/require_unauthorised_api_call_alarm.rego,"# METADATA
# title: Ensure a log metric filter and alarm exist for unauthorized API calls
# description: |
#   You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms. You can have more than one VPC in an account, and you can create a peer connection between two VPCs, enabling network traffic to route between VPCs.
#   CIS recommends that you create a metric filter and alarm for changes to VPCs. Monitoring these changes helps ensure that authentication and authorization controls remain intact.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/encrypt-log-data-kms.html
# custom:
#   id: AWS-0147
#   long_id: aws-cloudwatch-require-unauthorised-api-call-alarm
#   aliases:
#     - AVD-AWS-0147
#     - require-unauthorised-api-call-alarm
#     - aws-cloudwatch-require-unauthorised-api-call-alarm
#   provider: aws
#   service: cloudwatch
#   severity: LOW
#   recommended_action: Create an alarm to alert on unauthorized API calls
#   frameworks:
#     cis-aws-1.2:
#       - ""3.1""
#     cis-aws-1.4:
#       - ""4.1""
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: cloudwatch
#             provider: aws
package builtin.aws.cloudwatch.aws0147

import rego.v1

import data.lib.aws.trails

pattern := `($.errorCode = ""*UnauthorizedOperation"") || ($.errorCode = ""AccessDenied*"")`

deny contains res if {
	some trail in trails.trails_without_filter(pattern)
	res := result.new(""Cloudtrail has no unauthorized API log filter"", trail)
}

deny contains res if {
	some trail in trails.trails_without_alarm_for_filter(pattern)
	res := result.new(""Cloudtrail has no unauthorized API alarm"", trail)
}
"
AVD-AWS-0160,Ensure a log metric filter and alarm exist for VPC changes,LOW,,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
You can have more than one VPC in an account, and you can create a peer connection between two VPCs, enabling network traffic to route between VPCs.
CIS recommends that you create a metric filter and alarm for changes to VPCs. Monitoring these changes helps ensure that authentication and authorization controls remain intact.
",cloudwatch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/cloudwatch/require_vpc_change_alarm.rego,"# METADATA
# title: Ensure a log metric filter and alarm exist for VPC changes
# description: |
#   You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
#   You can have more than one VPC in an account, and you can create a peer connection between two VPCs, enabling network traffic to route between VPCs.
#   CIS recommends that you create a metric filter and alarm for changes to VPCs. Monitoring these changes helps ensure that authentication and authorization controls remain intact.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
# custom:
#   id: AWS-0160
#   long_id: aws-cloudwatch-require-vpc-changes-alarm
#   aliases:
#     - AVD-AWS-0160
#     - require-vpc-changes-alarm
#     - aws-cloudwatch-require-vpc-changes-alarm
#   provider: aws
#   service: cloudwatch
#   severity: LOW
#   recommended_action: Create an alarm to alert on route table changes
#   frameworks:
#     cis-aws-1.2:
#       - ""3.14""
#     cis-aws-1.4:
#       - ""4.14""
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: cloudwatch
#             provider: aws
package builtin.aws.cloudwatch.aws0160

import rego.v1

import data.lib.aws.trails

pattern := `{($.eventName=CreateVpc) || ($.eventName=DeleteVpc) || ($.eventName=ModifyVpcAttribute) || ($.eventName=AcceptVpcPeeringConnection) || ($.eventName=CreateVpcPeeringConnection) || ($.eventName=DeleteVpcPeeringConnection) || ($.eventName=RejectVpcPeeringConnection) || ($.eventName=AttachClassicLinkVpc) || ($.eventName=DetachClassicLinkVpc) || ($.eventName=DisableVpcClassicLink) || ($.eventName=EnableVpcClassicLink)}`

deny contains res if {
	some trail in trails.trails_without_filter(pattern)
	res := result.new(""Cloudtrail has no vpc change log filter"", trail)
}

deny contains res if {
	some trail in trails.trails_without_alarm_for_filter(pattern)
	res := result.new(""Cloudtrail has no vpc change alarm"", trail)
}
"
AVD-AWS-0018,CodeBuild Project artifacts encryption should not be disabled,HIGH,,"All artifacts produced by your CodeBuild project pipeline should always be encrypted
",codebuild,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/codebuild/enable_encryption.rego,"# METADATA
# title: CodeBuild Project artifacts encryption should not be disabled
# description: |
#   All artifacts produced by your CodeBuild project pipeline should always be encrypted
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-codebuild-project-artifacts.html
#   - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-codebuild-project.html
# custom:
#   id: AWS-0018
#   long_id: aws-codebuild-enable-encryption
#   aliases:
#     - AVD-AWS-0018
#     - enable-encryption
#     - aws-codebuild-enable-encryption
#   provider: aws
#   service: codebuild
#   severity: HIGH
#   recommended_action: Enable encryption for CodeBuild project artifacts
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: codebuild
#             provider: aws
#   examples: checks/cloud/aws/codebuild/enable_encryption.yaml
package builtin.aws.codebuild.aws0018

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some project in input.aws.codebuild.projects
	not is_encryption_enabled(project.artifactsettings)
	res := result.new(
		""Encryption is not enabled for project artifacts."",
		metadata.obj_by_path(project, [""artifactsettings"", ""encryptionenabled""]),
	)
}

is_encryption_enabled(settings) if settings.encryptionenabled.value

deny contains res if {
	some project in input.aws.codebuild.projects
	some setting in project.secondaryartifactsettings
	not is_encryption_enabled(setting)
	res := result.new(
		""Encryption is not enabled for secondary project artifacts."",
		metadata.obj_by_path(setting, [""encryptionenabled""]),
	)
}
"
AVD-AWS-0019,Config configuration aggregator should be using all regions for source,HIGH,,"Sources that aren't covered by the aggregator are not include in the configuration. The configuration aggregator should be configured with all_regions for the source.
This will help limit the risk of any unmonitored configuration in regions that are thought to be unused.
",config,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/config/aggregate_all_regions.rego,"# METADATA
# title: Config configuration aggregator should be using all regions for source
# description: |
#   Sources that aren't covered by the aggregator are not include in the configuration. The configuration aggregator should be configured with all_regions for the source.
#   This will help limit the risk of any unmonitored configuration in regions that are thought to be unused.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/config/latest/developerguide/aggregate-data.html
# custom:
#   id: AWS-0019
#   long_id: aws-config-aggregate-all-regions
#   aliases:
#     - AVD-AWS-0019
#     - aggregate-all-regions
#     - aws-config-aggregate-all-regions
#   provider: aws
#   service: config
#   severity: HIGH
#   recommended_action: Set the aggregator to cover all regions
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: config
#             provider: aws
#   examples: checks/cloud/aws/config/aggregate_all_regions.yaml
package builtin.aws.config.aws0019

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	cfg_aggregator := input.aws.config.configurationaggregrator
	isManaged(cfg_aggregator)
	not cfg_aggregator.sourceallregions.value
	res := result.new(
		""Configuration aggregation is not set to source from all regions."",
		metadata.obj_by_path(cfg_aggregator, [""sourceallregions""]),
	)
}
"
AVD-AWS-0021,DocumentDB storage must be encrypted,HIGH,,"Unencrypted sensitive data is vulnerable to compromise. Encryption of the underlying storage used by DocumentDB ensures that if their is compromise of the disks, the data is still protected.
",documentdb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/documentdb/enable_storage_encryption.rego,"# METADATA
# title: DocumentDB storage must be encrypted
# description: |
#   Unencrypted sensitive data is vulnerable to compromise. Encryption of the underlying storage used by DocumentDB ensures that if their is compromise of the disks, the data is still protected.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/documentdb/latest/developerguide/encryption-at-rest.html
# custom:
#   id: AWS-0021
#   long_id: aws-documentdb-enable-storage-encryption
#   aliases:
#     - AVD-AWS-0021
#     - enable-storage-encryption
#     - aws-documentdb-enable-storage-encryption
#   provider: aws
#   service: documentdb
#   severity: HIGH
#   recommended_action: Enable storage encryption
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: documentdb
#             provider: aws
#   examples: checks/cloud/aws/documentdb/enable_storage_encryption.yaml
package builtin.aws.documentdb.aws0021

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some cluster in input.aws.documentdb.clusters
	not cluster.storageencrypted.value
	res := result.new(
		""Cluster storage does not have encryption enabled."",
		metadata.obj_by_path(cluster, [""storageencrypted""]),
	)
}
"
AVD-AWS-0022,DocumentDB encryption should use Customer Managed Keys,LOW,,"Using AWS managed keys does not allow for fine grained control. Encryption using AWS keys provides protection for your DocumentDB underlying storage. To increase control of the encryption and manage factors like rotation use customer managed keys.
",documentdb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/documentdb/encryption_customer_key.rego,"# METADATA
# title: DocumentDB encryption should use Customer Managed Keys
# description: |
#   Using AWS managed keys does not allow for fine grained control. Encryption using AWS keys provides protection for your DocumentDB underlying storage. To increase control of the encryption and manage factors like rotation use customer managed keys.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/documentdb/latest/developerguide/security.encryption.ssl.public-key.html
# custom:
#   id: AWS-0022
#   long_id: aws-documentdb-encryption-customer-key
#   aliases:
#     - AVD-AWS-0022
#     - encryption-customer-key
#     - aws-documentdb-encryption-customer-key
#   provider: aws
#   service: documentdb
#   severity: LOW
#   recommended_action: Enable encryption using customer managed keys
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: documentdb
#             provider: aws
#   examples: checks/cloud/aws/documentdb/encryption_customer_key.yaml
package builtin.aws.documentdb.aws0022

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

deny contains res if {
	some cluster in input.aws.documentdb.clusters
	isManaged(cluster)
	without_cmk(cluster)
	res := result.new(
		""Cluster encryption does not use a customer-managed KMS key."",
		metadata.obj_by_path(cluster, [""kmskeyid""]),
	)
}

without_cmk(obj) if value.is_empty(obj.kmskeyid)

without_cmk(obj) if not obj.kmskeyid
"
AVD-AWS-0020,DocumentDB logs export should be enabled,MEDIUM,,"Document DB does not have auditing by default. To ensure that you are able to accurately audit the usage of your DocumentDB cluster you should enable export logs.
",documentdb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/documentdb/enable_log_export.rego,"# METADATA
# title: DocumentDB logs export should be enabled
# description: |
#   Document DB does not have auditing by default. To ensure that you are able to accurately audit the usage of your DocumentDB cluster you should enable export logs.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/documentdb/latest/developerguide/event-auditing.html
# custom:
#   id: AWS-0020
#   long_id: aws-documentdb-enable-log-export
#   aliases:
#     - AVD-AWS-0020
#     - enable-log-export
#     - aws-documentdb-enable-log-export
#   provider: aws
#   service: documentdb
#   severity: MEDIUM
#   recommended_action: Enable export logs
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: documentdb
#             provider: aws
#   examples: checks/cloud/aws/documentdb/enable_log_export.yaml
package builtin.aws.documentdb.aws0020

import rego.v1

import data.lib.cloud.value

log_export_audit := ""audit""

log_export_profiler := ""profiler""

deny contains res if {
	some cluster in input.aws.documentdb.clusters
	not export_audit_or_profiler(cluster)
	res := result.new(""Neither CloudWatch audit nor profiler log exports are enabled."", cluster)
}

export_audit_or_profiler(cluster) if {
	some log in cluster.enabledlogexports
	log.value in [log_export_audit, log_export_profiler]
}

export_audit_or_profiler(cluster) if {
	some log in cluster.enabledlogexports
	value.is_unresolvable(log)
}
"
AVD-AWS-0023,DAX Cluster should always encrypt data at rest,HIGH,,"Data can be freely read if compromised. Amazon DynamoDB Accelerator (DAX) encryption at rest provides an additional layer of data protection by helping secure your data from unauthorized access to the underlying storage.
",dynamodb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/dynamodb/enable_at_rest_encryption.rego,"# METADATA
# title: DAX Cluster should always encrypt data at rest
# description: |
#   Data can be freely read if compromised. Amazon DynamoDB Accelerator (DAX) encryption at rest provides an additional layer of data protection by helping secure your data from unauthorized access to the underlying storage.
# scope: package
# schemas:
#   - input: schema[""cloud""]
# related_resources:
#   - https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/DAXEncryptionAtRest.html
#   - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-dax-cluster.html
# custom:
#   id: AWS-0023
#   long_id: aws-dynamodb-enable-at-rest-encryption
#   aliases:
#     - AVD-AWS-0023
#     - enable-at-rest-encryption
#     - aws-dynamodb-enable-at-rest-encryption
#   provider: aws
#   service: dynamodb
#   severity: HIGH
#   recommended_action: Enable encryption at rest for DAX Cluster
#   input:
#     selector:
#       - type: cloud
#         subtypes:
#           - service: dynamodb
#             provider: aws
#   examples: checks/cloud/aws/dynamodb/enable_at_rest_encryption.yaml
package builtin.aws.dynamodb.aws0023

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

deny contains res if {
	some cluster in input.aws.dynamodb.daxclusters
	not_encrypted(cluster)

	res := result.new(
		""DAX encryption is not enabled."",
		metadata.obj_by_path(cluster, [""serversideencryption"", ""enabled""]),
	)
}

not_encrypted(cluster) if value.is_false(cluster.serversideencryption.enabled)

not_encrypted(cluster) if not cluster.serversideencryption.enabled
"
