timestamp,llm_type,llm_model,template_path,row_number,iteration_number,error_stage,stage_attempt_count,next_feedback_level,error_message,resource_name
2/5/2025 16:03,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_6_template_20250502_160154.yaml,6,6,deployment,2,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, SubnetId] must have values",
2/5/2025 16:05,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_7_template_20250502_160331.yaml,6,7,deployment,3,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, SubnetId] must have values",
2/5/2025 16:07,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_8_template_20250502_160546.yaml,6,8,deployment,4,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, SubnetId] must have values",
2/5/2025 16:08,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_9_template_20250502_160700.yaml,6,9,deployment,5,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, SubnetId] must have values",
2/5/2025 16:09,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_10_template_20250502_160831.yaml,6,10,syntax_validation,3,moderate,{'Fn::Sub': 'REQUIRED - Existing EC2 Key Pair name (Must be pre-created in target region)\n'} is not of type 'string',KeyName
2/5/2025 16:09,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_10_template_20250502_160831.yaml,6,10,syntax_validation,3,moderate,{'Fn::Sub': 'REQUIRED - VPC ID for security group creation\n(Find in VPC dashboard -> Your VPCs)\n'} is not of type 'string',VpcId
2/5/2025 16:09,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_10_template_20250502_160831.yaml,6,10,syntax_validation,3,moderate,{'Fn::Sub': 'REQUIRED - Public subnet ID for EC2 instance\n(Find in VPC dashboard -> Subnets)\n'} is not of type 'string',SubnetId
2/5/2025 16:10,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_11_template_20250502_160957.yaml,6,11,deployment,6,advanced,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, SubnetId] must have values",
2/5/2025 16:55,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_12_template_20250502_165422.yaml,6,12,syntax_validation,4,moderate,'SubnetId' should not be included with 'NetworkInterfaces',EC2Instance
2/5/2025 16:55,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_12_template_20250502_165422.yaml,6,12,syntax_validation,4,moderate,'NetworkInterfaces' should not be included with 'SubnetId',EC2Instance
2/5/2025 16:59,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_13_template_20250502_165533.yaml,6,13,deployment,7,advanced,"Resource handler returned message: ""Invalid id: ""ami-0aa7d40eeae50c9b9"" (expecting ""ami-..."") (Service: Ec2, Status Code: 400, Request ID: f88200b3-9e43-43c8-bc4a-822db65239fb) (SDK Attempt Count: 1)"" (RequestToken: 074593a2-149b-ff11-3996-2f0cde6abdbd, HandlerErrorCode: InvalidRequest)",EC2Instance
2/5/2025 16:59,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_6_update_13_template_20250502_165533.yaml,6,13,deployment,7,advanced,Resource creation cancelled,RouteTable
2/5/2025 17:18,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_7_update_1_template_20250502_170912.yaml,7,1,deployment,0,simple,"Resource handler returned message: ""The image id '[ami-0c55b159cbfafe1f0]' does not exist (Service: Ec2, Status Code: 400, Request ID: c30d5e7a-437c-4b27-bf83-84c8cb113200) (SDK Attempt Count: 1)"" (RequestToken: 307b8ace-9ec9-d49a-4e29-eb6d117f84ba, HandlerErrorCode: InvalidRequest)",EC2Instance
28/4/2025 19:54,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_8_update_1_template_20250428_194852.yaml,8,1,deployment,0,simple,An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VPCFlowLogsLogGroupName] must have values,
28/4/2025 19:56,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_8_update_2_template_20250428_195449.yaml,8,2,deployment,1,simple,An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VPCFlowLogsLogGroupName] must have values,
28/4/2025 20:01,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_8_update_3_template_20250428_195658.yaml,8,3,deployment,2,moderate,An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VPCFlowLogsLogGroupName] must have values,
28/4/2025 20:02,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_8_update_4_template_20250428_200103.yaml,8,4,yaml_validation,0,simple,Line 10: syntax error: mapping values are not allowed here (syntax),
28/4/2025 20:04,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_8_update_5_template_20250428_200221.yaml,8,5,yaml_validation,1,simple,Line 10: syntax error: mapping values are not allowed here (syntax),
28/4/2025 20:10,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_8_update_6_template_20250428_200403.yaml,8,6,yaml_validation,2,moderate,Line 10: syntax error: mapping values are not allowed here (syntax),
28/4/2025 20:11,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_8_update_7_template_20250428_201034.yaml,8,7,yaml_validation,3,moderate,Line 10: syntax error: mapping values are not allowed here (syntax),
28/4/2025 20:14,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_8_update_8_template_20250428_201148.yaml,8,8,yaml_validation,4,moderate,Line 10: syntax error: mapping values are not allowed here (syntax),
28/4/2025 20:16,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_8_update_9_template_20250428_201438.yaml,8,9,yaml_validation,5,moderate,Line 10: syntax error: mapping values are not allowed here (syntax),
28/4/2025 20:17,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_8_update_10_template_20250428_201622.yaml,8,10,yaml_validation,6,advanced,Line 10: syntax error: mapping values are not allowed here (syntax),
29/4/2025 17:32,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_9_update_1_template_20250429_172933.yaml,9,1,syntax_validation,0,simple,Avoid hardcoding availability zones 'us-east-1a',Subnet
29/4/2025 17:33,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_9_update_2_template_20250429_173201.yaml,9,2,syntax_validation,1,simple,Avoid hardcoding availability zones 'us-east-1a',Subnet
29/4/2025 17:38,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_9_update_3_template_20250429_173337.yaml,9,3,syntax_validation,2,moderate,Avoid hardcoding availability zones 'us-east-1a',Subnet
2/5/2025 17:28,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_1_template_20250502_172342.yaml,10,1,syntax_validation,0,simple,'Fn::Sub' isn't needed because there are no variables,EC2Instance
2/5/2025 17:31,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_2_template_20250502_172856.yaml,10,2,deployment,0,simple,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VpcId, KeyPairPublicKey, SubnetId] must have values",
2/5/2025 17:34,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_3_template_20250502_173108.yaml,10,3,deployment,1,simple,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VpcId, KeyPairPublicKey, SubnetId] must have values",
2/5/2025 17:35,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_4_template_20250502_173402.yaml,10,4,deployment,2,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VpcId, KeyPairPublicKey, SubnetId] must have values",
2/5/2025 17:38,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_5_template_20250502_173515.yaml,10,5,deployment,3,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VpcId, KeyPairPublicKey, SubnetId] must have values",
2/5/2025 17:40,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_6_template_20250502_173837.yaml,10,6,deployment,4,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VpcId, KeyPairPublicKey, SubnetId] must have values",
2/5/2025 17:42,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_7_template_20250502_174022.yaml,10,7,syntax_validation,1,simple,{'Ref': 'VpcId'} is not a 'AWS::EC2::VPC.Id' when 'Ref' is resolved,EC2SecurityGroup
2/5/2025 17:42,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_7_template_20250502_174022.yaml,10,7,syntax_validation,1,simple,{'Ref': 'SubnetId'} is not a 'AWS::EC2::Subnet.Id' when 'Ref' is resolved,EC2Instance
2/5/2025 17:43,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_8_template_20250502_174211.yaml,10,8,deployment,5,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VpcId, KeyPairPublicKey, SubnetId] must have values",
2/5/2025 17:44,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_9_template_20250502_174334.yaml,10,9,deployment,6,advanced,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VpcId, KeyPairPublicKey, SubnetId] must have values",
2/5/2025 17:52,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_10_update_10_template_20250502_174953.yaml,10,10,syntax_validation,2,moderate,Additional properties are not allowed ('Tags' was unexpected),InternetGateway
29/4/2025 17:44,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_11_update_1_template_20250429_174242.yaml,11,1,syntax_validation,0,simple,"The set of Attributes in AttributeDefinitions: ['expiryTime', 'id', 'sentTime', 'type'] and KeySchemas: ['id', 'sentTime', 'type'] must match at Resources/NotificationsTable/Properties",NotificationsTable
3/5/2025 6:34,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_1_template_20250503_063110.yaml,12,1,syntax_validation,0,simple,'Fn::Sub' isn't needed because there are no variables,EC2Instance
3/5/2025 6:35,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_2_template_20250503_063423.yaml,12,2,syntax_validation,1,simple,'Fn::Sub' isn't needed because there are no variables,EC2Instance
3/5/2025 6:37,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_3_template_20250503_063520.yaml,12,3,syntax_validation,2,moderate,'Fn::Sub' isn't needed because there are no variables,EC2Instance
3/5/2025 6:40,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_4_template_20250503_063727.yaml,12,4,deployment,0,simple,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, SubnetId] must have values",
3/5/2025 6:41,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_5_template_20250503_064038.yaml,12,5,syntax_validation,3,moderate,'Fn::Sub' isn't needed because there are no variables,EC2Instance
3/5/2025 6:41,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_5_template_20250503_064038.yaml,12,5,syntax_validation,3,moderate,'EC2Instance' dependency already enforced by a 'Ref' at 'Resources/EIPAssociation/Properties/InstanceId',EIPAssociation
3/5/2025 6:41,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_5_template_20250503_064038.yaml,12,5,syntax_validation,3,moderate,'ElasticIP' dependency already enforced by a 'GetAtt' at 'Resources/EIPAssociation/Properties/AllocationId',EIPAssociation
3/5/2025 6:42,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_6_template_20250503_064136.yaml,12,6,deployment,1,simple,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, SubnetId] must have values",
3/5/2025 6:44,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_7_template_20250503_064239.yaml,12,7,syntax_validation,4,moderate,'Fn::Sub' isn't needed because there are no variables,EC2Instance
3/5/2025 6:44,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_8_template_20250503_064404.yaml,12,8,deployment,2,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, SubnetId] must have values",
3/5/2025 6:47,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_9_template_20250503_064452.yaml,12,9,syntax_validation,5,moderate,{'Fn::GetAZs': ''} is not of type 'string',EC2Instance
3/5/2025 6:49,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_10_template_20250503_064732.yaml,12,10,deployment,3,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, SubnetId] must have values",
3/5/2025 6:54,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_11_template_20250503_064909.yaml,12,11,deployment,4,moderate,An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName] must have values,
3/5/2025 6:56,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_12_template_20250503_065408.yaml,12,12,syntax_validation,6,advanced,"{'Fn::Select': [0, {'Fn::GetAZs': ''}]} is not a 'AWS::EC2::Subnet.Id' when 'Fn::Select' is resolved",EC2Instance
3/5/2025 7:02,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_13_template_20250503_070014.yaml,12,13,deployment,5,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, SubnetId] must have values",
3/5/2025 7:03,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_14_template_20250503_070222.yaml,12,14,syntax_validation,7,advanced,{'Fn::GetAZs:': ''} is not of type 'array',EC2Instance
3/5/2025 7:11,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_15_template_20250503_070927.yaml,12,15,deployment,6,advanced,An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName] must have values,
3/5/2025 7:17,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_12_update_16_template_20250503_071244.yaml,12,16,deployment,7,advanced,"Resource handler returned message: ""The image id '[ami-0c55b159cbfafe1f0]' does not exist (Service: Ec2, Status Code: 400, Request ID: f9bd2583-878c-4778-b693-3b1c7f97c1f0) (SDK Attempt Count: 1)"" (RequestToken: a451aee9-f11c-efb3-e19a-cd53c86b07f2, HandlerErrorCode: InvalidRequest)",EC2Instance
3/5/2025 7:22,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_13_update_1_template_20250503_072008.yaml,13,1,deployment,0,simple,An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName] must have values,
3/5/2025 7:23,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_13_update_2_template_20250503_072218.yaml,13,2,deployment,1,simple,An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName] must have values,
3/5/2025 7:25,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_13_update_3_template_20250503_072349.yaml,13,3,deployment,2,moderate,An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName] must have values,
3/5/2025 7:33,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_13_update_4_template_20250503_072512.yaml,13,4,deployment,3,moderate,"Resource handler returned message: ""The image id '[ami-0c55b159cbfafe1f0]' does not exist (Service: Ec2, Status Code: 400, Request ID: ee43323c-4b7e-43ca-ab5d-001e7811d064) (SDK Attempt Count: 1)"" (RequestToken: 4eee93c9-018f-a2ae-4621-010c932200a9, HandlerErrorCode: InvalidRequest)",WebServer
3/5/2025 7:42,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_13_update_5_template_20250503_073304.yaml,13,5,deployment,4,moderate,Failed to receive 1 resource signal(s) within the specified duration,WebServer
3/5/2025 7:51,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_13_update_6_template_20250503_074228.yaml,13,6,deployment,5,moderate,"Resource handler returned message: ""Invalid id: ""ami-0c123456789abcde0"" (expecting ""ami-..."") (Service: Ec2, Status Code: 400, Request ID: 6abd0560-4726-4f54-af14-3666a436061b) (SDK Attempt Count: 1)"" (RequestToken: 59f168c7-9553-236f-224e-11dc3c780f59, HandlerErrorCode: InvalidRequest)",WebServer
3/5/2025 7:52,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_13_update_7_template_20250503_075111.yaml,13,7,syntax_validation,0,simple,'Fn::Sub' isn't needed because there are no variables,WebServer
3/5/2025 7:59,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_1_template_20250503_075649.yaml,14,1,syntax_validation,0,simple,"'SecondaryPrivateIpAddresses[0]' is not one of ['Id', 'SecondaryPrivateIpAddresses', 'PrimaryPrivateIpAddress', 'PrimaryIpv6Address', 'VpcId'] in ['us-east-1']",EIP1Association
3/5/2025 7:59,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_1_template_20250503_075649.yaml,14,1,syntax_validation,0,simple,"'SecondaryPrivateIpAddresses[1]' is not one of ['Id', 'SecondaryPrivateIpAddresses', 'PrimaryPrivateIpAddress', 'PrimaryIpv6Address', 'VpcId'] in ['us-east-1']",EIP2Association
3/5/2025 8:01,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_2_template_20250503_075939.yaml,14,2,deployment,0,simple,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [SecurityGroupId, SubnetId] must have values",
3/5/2025 8:03,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_3_template_20250503_080132.yaml,14,3,syntax_validation,1,simple,'ENI' dependency already enforced by a 'Ref' at 'Resources/EIP1Association/Properties/NetworkInterfaceId',EIP1Association
3/5/2025 8:03,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_3_template_20250503_080132.yaml,14,3,syntax_validation,1,simple,'ENI' dependency already enforced by a 'GetAtt' at 'Resources/EIP1Association/Properties/PrivateIpAddress/Fn::Select/1',EIP1Association
3/5/2025 8:03,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_3_template_20250503_080132.yaml,14,3,syntax_validation,1,simple,'EIP1' dependency already enforced by a 'GetAtt' at 'Resources/EIP1Association/Properties/AllocationId',EIP1Association
3/5/2025 8:03,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_3_template_20250503_080132.yaml,14,3,syntax_validation,1,simple,'ENI' dependency already enforced by a 'Ref' at 'Resources/EIP2Association/Properties/NetworkInterfaceId',EIP2Association
3/5/2025 8:03,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_3_template_20250503_080132.yaml,14,3,syntax_validation,1,simple,'ENI' dependency already enforced by a 'GetAtt' at 'Resources/EIP2Association/Properties/PrivateIpAddress/Fn::Select/1',EIP2Association
3/5/2025 8:03,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_3_template_20250503_080132.yaml,14,3,syntax_validation,1,simple,'EIP2' dependency already enforced by a 'GetAtt' at 'Resources/EIP2Association/Properties/AllocationId',EIP2Association
3/5/2025 8:06,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_4_template_20250503_080344.yaml,14,4,syntax_validation,2,moderate,'ENI' dependency already enforced by a 'Ref' at 'Resources/EIP1Association/Properties/NetworkInterfaceId',EIP1Association
3/5/2025 8:06,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_4_template_20250503_080344.yaml,14,4,syntax_validation,2,moderate,'ENI' dependency already enforced by a 'GetAtt' at 'Resources/EIP1Association/Properties/PrivateIpAddress/Fn::Select/1',EIP1Association
3/5/2025 8:06,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_4_template_20250503_080344.yaml,14,4,syntax_validation,2,moderate,'EIP1' dependency already enforced by a 'GetAtt' at 'Resources/EIP1Association/Properties/AllocationId',EIP1Association
3/5/2025 8:06,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_4_template_20250503_080344.yaml,14,4,syntax_validation,2,moderate,'ENI' dependency already enforced by a 'Ref' at 'Resources/EIP2Association/Properties/NetworkInterfaceId',EIP2Association
3/5/2025 8:06,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_4_template_20250503_080344.yaml,14,4,syntax_validation,2,moderate,'ENI' dependency already enforced by a 'GetAtt' at 'Resources/EIP2Association/Properties/PrivateIpAddress/Fn::Select/1',EIP2Association
3/5/2025 8:06,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_4_template_20250503_080344.yaml,14,4,syntax_validation,2,moderate,'EIP2' dependency already enforced by a 'GetAtt' at 'Resources/EIP2Association/Properties/AllocationId',EIP2Association
3/5/2025 8:07,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_5_template_20250503_080628.yaml,14,5,deployment,1,simple,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [SecurityGroupId, SubnetId] must have values",
3/5/2025 8:10,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_14_update_6_template_20250503_080704.yaml,14,6,deployment,2,moderate,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [SecurityGroupId, SubnetId] must have values",
29/4/2025 17:49,deepseek,deepseek-reasoner,llm_generated_data/template/iterative/deepseek/deepseek-reasoner/row_15_update_1_template_20250429_174700.yaml,15,1,yaml_validation,0,simple,"Line 60: too many spaces inside braces
Line 60: too many spaces inside braces",
