row_number,prompt,ground_truth_path,final_template_path,success,failure_reason,error_message,failed_at_stage,total_iterations,highest_feedback_level,coverage_percentage,accuracy_percentage
11,We need a CloudFormation template that creates a DynamoDB table for mobile notifications reporting. The DynamoDB table should has a global secondary index on `type` and `sentTime` for time-based queries. Configure pay-per-request billing for cost efficiency with unpredictable workloads and TTL auto-expiry for automatic cleanup of stale data. ,../Data/groud_truth/template/dynamo.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_11_update_11_template_20260302_220025.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'MobileNotificationsTable', 'reason': 'Resource provider operation failed: An error occurred (ValidationException) when calling the CreateTable operation: The number of attributes in key schema must match the number of attributes defined in attribute definitions.'}, {'resource': 'validation-stack-50adba2f', 'reason': 'N/A'}, {'resource': 'validation-stack-50adba2f', 'reason': 'N/A'}]",deployment,11,moderate,,
12,We need a CloudFormation template that creates an EC2 instance with an Elastic IP address and SSH access controls associated that is able to deploy on AWS successfully. Note the EC2 instance can just create in the default vpc/subnet.,../Data/groud_truth/template/EIP_With_Association.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_12_update_16_template_20260302_221140.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'EC2SecurityGroup', 'message': ""{'Ref': 'VpcId'} is not a 'AWS::EC2::VPC.Id' with pattern '^vpc-(([0-9A-Fa-f]{8})|([0-9A-Fa-f]{17}))$' when 'Ref' is resolved"", 'line_number': 45, 'rule_description': 'Resolve the Ref and then validate the values against the schema', 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/intrinsic-function-reference-ref.html'}, {'resource': 'EC2Instance', 'message': ""{'Ref': 'SubnetId'} is not a 'AWS::EC2::Subnet.Id' with pattern '^[\\\\.\\\\-_\\\\/#A-Za-z0-9]{1,512}\\\\Z' when 'Ref' is resolved"", 'line_number': 60, 'rule_description': 'Resolve the Ref and then validate the values against the schema', 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/intrinsic-function-reference-ref.html'}, {'resource': 'EC2Instance', 'message': ""{'Ref': 'SubnetId'} is not a 'AWS::EC2::Subnet.Id' with pattern '^subnet-(([0-9A-Fa-f]{8})|([0-9A-Fa-f]{17}))$' when 'Ref' is resolved"", 'line_number': 60, 'rule_description': 'Resolve the Ref and then validate the values against the schema', 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/intrinsic-function-reference-ref.html'}]",syntax_validation,16,moderate,,
13,"We need a CloudFormation template that creates EC2 instance with cfn-init and cfn-signal that is able to deploy on AWS successfully. The solution should deploy an EC2 instance preconfigured with Apache HTTP Server via `cfn-init` package installation and service setup. Automate web server initialization by creating a sample `index.html` page and configuring `cfn-hup` for metadata updates, enabling automatic reconfiguration if stack parameters change. Use a CreationPolicy with ResourceSignal to pause stack creation until `cfn-signal` confirms successful instance bootstrapping (timeout: 5 minutes), preventing incomplete deployments.  ",../Data/groud_truth/template/InstanceWithCfnInit.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_13_update_14_template_20260302_222449.yaml,False,max_stage_error_attempts_exceeded,An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName] must have values,deployment,14,moderate,,
14,We need a CloudFormation template that creates a single Elastic Network Interface (ENI) with two Elastic IPs (EIPs) and secondary private IPs which enables a single EC2 instance (not explicitly defined) to handle multiple public-facing IP addresses through one network interface.,../Data/groud_truth/template/SingleENIwithMultipleEIPs.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_14_update_16_template_20260302_223406.yaml,False,max_stage_error_attempts_exceeded,"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [SubnetId,SecurityGroupIds] must have values",deployment,16,moderate,,
15,We need a CloudFormation template that creates an API Gateway with lambda non-proxy integration for RESTApi that is able to deploy on AWS successfully.,../Data/groud_truth/template/apigateway_lambda_integration.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_15_update_18_template_20260302_224612.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'LambdaFunction', 'reason': 'Resource provider operation failed: An error occurred (ResourceConflictException) when calling the CreateFunction operation: Function already exist: MyLambdaFunction'}, {'resource': 'validation-stack-c9c4d27a', 'reason': 'N/A'}, {'resource': 'ApiGatewayMethod', 'reason': 'N/A'}, {'resource': 'validation-stack-c9c4d27a', 'reason': 'N/A'}, {'resource': 'ApiGatewayDeployment', 'reason': 'N/A'}, {'resource': 'validation-stack-c9c4d27a', 'reason': 'N/A'}, {'resource': 'validation-stack-c9c4d27a', 'reason': 'N/A'}]",deployment,18,moderate,,
16,"We need a CloudFormation template that creates AWS Glue resources for crawling and cataloging CloudTrail logs stored in S3 which attempts to enable structured querying via Athena. The solution should deploy a Glue Database and Crawler to analyze CloudTrail logs in an S3 bucket (`s3://kk-admin/cloud-trail/AWSLogs/`), automatically inferring schemas and creating metadata tables. Define crawler settings to handle schema updates and prefix tables with `cloudtrail_` for organizational clarity.  ",../Data/groud_truth/template/glue-for-cloudtrail.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_16_update_1_template_20260302_224646.yaml,True,,,,1,,100.0,100.0
17,"We need a CloudFormation template that creates multi-threshold AWS billing alarms using CloudWatch and SNS which monitor monthly AWS costs and send email alerts when spending exceeds predefined levels. The solution should deploy four CloudWatch alarms tracking the `EstimatedCharges` metric, triggering at $5, $10, $20, and $40 thresholds respectively. Configure an SNS topic with an email subscription to notify email address (xxxxx@gmail.com) when any alarm threshold is breached. Please monitor charges with alarms evaluated every 6 hours to balance responsiveness and noise reduction. ",../Data/groud_truth/template/billing-alarms.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_17_update_4_template_20260302_225017.yaml,True,,,,4,moderate,100.0,83.33333333333334
18,"We need a CloudFormation template that creates an integration between DynamoDB streams and Amazon EventBridge to automate event-driven workflows based on specific data changes. The template must configure an EventBridge Pipe to filter DynamoDB stream events (e.g., when a user's 'avatarUrl' field ends with '.png') and route matching events to the bus with predefined metadata (`DetailType` and `Source`). ",../Data/groud_truth/template/dynamodb_with_eventbridge.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_18_update_15_template_20260302_225824.yaml,False,max_stage_error_attempts_exceeded,[],deployment,15,moderate,,
19,"We need a CloudFormation template that creates an Amazon EventBridge configuration to route custom events to an external API endpoint via HTTPS. The template should deploy an EventBridge event bus, an API destination ('https://webhook.site/testtest'), and a connection secured by an API key for authentication. ",../Data/groud_truth/template/eventbridge.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_19_update_14_template_20260302_230446.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'APIKey', 'message': ""{'Ref': 'APIKey'} does not match '^[ \\\\t]*[^\\\\x00-\\\\x1F\\\\x7F]+([ \\\\t]+[^\\\\x00-\\\\x1F\\\\x7F]+)*[ \\\\t]*$' when 'Ref' is resolved"", 'line_number': 9, 'rule_description': 'Resolve the Ref and then validate the values against the schema', 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/intrinsic-function-reference-ref.html'}, {'resource': 'EventBridgeConnection', 'message': ""{'Ref': 'APIKey'} is shorter than 1 when 'Ref' is resolved"", 'line_number': 28, 'rule_description': 'Resolve the Ref and then validate the values against the schema', 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/intrinsic-function-reference-ref.html'}]",syntax_validation,14,moderate,,
20,"We need a CloudFormation template that creates a CloudWatch Dashboard and a set of CloudWatch Logs Insights queries to monitor and analyze AWS Client VPN usage patterns. The solution should aggregate metrics such as connection durations, data transfer volumes (ingress/egress), and user activity across different authentication methods (AD/SAML, Mutual Auth, and Mixed Auth). The template must organize queries into a logical folder structure and display results in a centralized dashboard with tables showing endpoint-specific usage, distinct user statistics, and authentication-type breakdowns.",../Data/groud_truth/template/CloudWatch_Dashboard_ClientVPN.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_20_update_5_template_20260302_230905.yaml,True,,,,5,moderate,28.57142857142857,100.0
21,"We need a CloudFormation template that creates an Amazon Timestream database and tables with configurable retention policies and error handling. The template should define four tables (poc-table-01-batch-write, poc-table-02-older-records-memonly, poc-table-03-older-records-magnetic, poc-table-04-common-attributes).",../Data/groud_truth/template/ts_tables.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_21_update_11_template_20260302_231925.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'TimestreamDatabase', 'reason': ""Resource provider operation failed: An error occurred (InternalError) when calling the CreateDatabase operation (reached max retries: 4): exception while calling timestream-write.CreateDatabase: 'NoneType' object has no attribute 'create_database'""}, {'resource': 'validation-stack-487f73d1', 'reason': 'N/A'}, {'resource': 'validation-stack-487f73d1', 'reason': 'N/A'}]",deployment,11,moderate,,
22,We need a CloudFormation template that creates a DynamoDB table with local and global secondary indexes.,../Data/groud_truth/template/DynamoDB_Secondary_Indexes.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_22_update_11_template_20260302_232704.yaml,False,max_stage_error_attempts_exceeded,[],deployment,11,moderate,,
23,We need a CloudFormation template that creates a DynamoDB table. ,../Data/groud_truth/template/DynamoDB_Table.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_23_update_12_template_20260302_233327.yaml,False,max_stage_error_attempts_exceeded,"Line 42: syntax error: expected <block end>, but found '<tag>' (syntax)",yaml_validation,12,moderate,,
24,"We need a CloudFormation template that creates a VPC containing two subnets and an auto scaling group containing instances with Internet access and ElastiCache configured with automated snapshot management and failover capabilities. It must allow optional configuration of snapshot retention policies, with a Lambda function and IAM role to enable/disable snapshotting dynamically. The template should enforce minimal infrastructure costs by defaulting to the `cache.m3.medium` instance type and include regional AZ mappings for subnet placement. ",../Data/groud_truth/template/Elasticache-snapshot.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_24_update_14_template_20260303_001530.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'ElastiCacheCluster', 'reason': 'Resource provider operation failed: Waiter CacheClusterAvailable failed: Max attempts exceeded'}, {'resource': 'validation-stack-1c50f198', 'reason': 'N/A'}, {'resource': 'validation-stack-1c50f198', 'reason': 'N/A'}]",deployment,14,moderate,,
25,"We need a CloudFormation template that creates an IoT data pipeline to route messages from AWS IoT Core to an SQS queue via SNS. The template should deploy an SQS queue to store messages, an SNS topic to act as a pub/sub intermediary, and an IoT Rule to capture messages from the `device/data` MQTT topic. ",../Data/groud_truth/template/iot_sns_sqs.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_25_update_11_template_20260303_002410.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'IoTRule', 'message': ""'RoleArn' is a required property"", 'line_number': 44, 'rule_description': 'Make sure that Resources properties that are required exist', 'documentation': 'https://github.com/aws-cloudformation/cfn-lint/blob/main/docs/cfn-schema-specification.md#required'}]",syntax_validation,11,moderate,,
26,"We need a CloudFormation template that creates an S3 bucket integrated with Amazon EventBridge and SNS to notify subscribers about object creation events. The template should deploy an S3 bucket configured to send events to EventBridge, an SNS topic for message distribution, and an EventBridge rule that triggers on `Object Created` events from the bucket.",../Data/groud_truth/template/s3_sns.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_26_update_4_template_20260303_002623.yaml,True,,,,4,moderate,75.0,100.0
27,"We need a CloudFormation template that creates a real-time data ingestion and storage pipeline using Amazon Kinesis Data Stream and Kinesis Data Firehose, which delivers the data to an S3 bucket. ",../Data/groud_truth/template/sam_kinesis.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_27_update_4_template_20260303_002925.yaml,True,,,,4,moderate,80.0,100.0
28,"We need a CloudFormation template that creates an automated monitoring and notification system for AWS Secrets Manager secret lifecycle events, which sends alerts via Amazon SNS when secrets are created, updated, or accessed. ",../Data/groud_truth/template/sns_for_secret_manager.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_28_update_14_template_20260303_004555.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'LambdaFunction', 'reason': 'Resource provider operation failed: An error occurred (ResourceConflictException) when calling the CreateFunction operation: Function already exist: SecretsManagerEventHandler'}, {'resource': 'validation-stack-1f7b292e', 'reason': 'N/A'}, {'resource': 'CloudWatchEventRule', 'reason': 'N/A'}, {'resource': 'validation-stack-1f7b292e', 'reason': 'N/A'}, {'resource': 'validation-stack-1f7b292e', 'reason': 'N/A'}]",deployment,14,moderate,,
29,"We need a CloudFormation template that creates secure parameter storage and retrieval workflows using AWS Systems Manager (SSM) Parameter Store and Secrets Manager which demonstrates centralized configuration management for serverless applications. The solution should define SSM Parameters under a stack-specific namespace to store non-sensitive configuration values (e.g., ""This is A/B""). Generate a Secrets Manager secret with a dynamically created password and predefined username, enforcing security constraints (e.g., excluded characters). Deploy a Lambda function to fetch and decrypt parameters/secrets using Boto3, showcasing path-based SSM parameter retrieval and Secrets Manager secret decryption workflows. Attach IAM roles/policies to grant the Lambda permissions for SSM, Secrets Manager, and CloudWatch logging, ensuring least-privilege access.",../Data/groud_truth/template/parameter-store-demo.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_29_update_11_template_20260303_005418.yaml,True,,,,11,moderate,16.666666666666664,100.0
30,"We need a CloudFormation template that creates a EFS file system with cross-AZ EC2 instances and performance monitoring which provides shared storage for applications requiring multi-AZ accessibility. The solution should also launch two EC2 instances in separate AZs with IAM roles granting EFS access and SSM permissions, automating EFS mounting via user data scripts that retry until mount targets are available. Configure CloudWatch alarms to monitor EFS I/O limits and throughput utilization, triggering alerts at 95% I/O limit and 80% throughput thresholds. Note to establish a VPC with public subnets, internet gateway, and network ACLs to support EFS and EC2 connectivity while enforcing security group rules for controlled NFS access. Use cfn-signal and CreationPolicies to ensure instances successfully mount EFS before stack completion, avoiding partial deployments.  ",../Data/groud_truth/template/efs-provisioned.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_30_update_11_template_20260303_012213.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'EC2Instance1', 'message': 'Found an embedded parameter ""${AWS::StackName}"" outside of an ""Fn::Sub"" at Resources/EC2Instance1/Properties/UserData/Fn::Base64', 'line_number': 240, 'rule_description': ""If a substitution variable exists in a string but isn't wrapped with the Fn::Sub function the deployment will fail."", 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/intrinsic-function-reference-sub.html'}, {'resource': 'EC2Instance1', 'message': 'Found an embedded parameter ""${AWS::Region}"" outside of an ""Fn::Sub"" at Resources/EC2Instance1/Properties/UserData/Fn::Base64', 'line_number': 240, 'rule_description': ""If a substitution variable exists in a string but isn't wrapped with the Fn::Sub function the deployment will fail."", 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/intrinsic-function-reference-sub.html'}, {'resource': 'EC2Instance2', 'message': 'Found an embedded parameter ""${AWS::StackName}"" outside of an ""Fn::Sub"" at Resources/EC2Instance2/Properties/UserData/Fn::Base64', 'line_number': 275, 'rule_description': ""If a substitution variable exists in a string but isn't wrapped with the Fn::Sub function the deployment will fail."", 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/intrinsic-function-reference-sub.html'}, {'resource': 'EC2Instance2', 'message': 'Found an embedded parameter ""${AWS::Region}"" outside of an ""Fn::Sub"" at Resources/EC2Instance2/Properties/UserData/Fn::Base64', 'line_number': 275, 'rule_description': ""If a substitution variable exists in a string but isn't wrapped with the Fn::Sub function the deployment will fail."", 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/intrinsic-function-reference-sub.html'}, {'resource': 'LatestAmazonLinux2AMI', 'message': ""Resource type 'AWS::SSM::Parameter::Value<AWS::EC2::Image::Id>' does not exist in 'us-east-1'"", 'line_number': 334, 'rule_description': 'Resource types are validated against the spec accounting for regions', 'documentation': 'https://github.com/aws-cloudformation/cfn-lint'}]",syntax_validation,11,moderate,,
31,"We need a CloudFormation template that creates an automated deployment pipeline for the Etherpad application using AWS CodeDeploy. The template should deploy Etherpad on EC2 instances within an Auto Scaling group across two subnets, fronted by an internet-facing Application Load Balancer for traffic distribution. It must provision a MySQL RDS instance for database storage and integrate AWS Systems Manager (SSM) for secure parameter storage. The solution should automate instance provisioning with a launch template that installs dependencies (Node.js, CodeDeploy agent) and signals CloudFormation upon readiness. An S3 bucket stores deployment artifacts, while CodeDeploy resources manage application updates. ",../Data/groud_truth/template/codedeploy.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_31_update_11_template_20260303_015028.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'Database', 'message': 'Use dynamic references over parameters for secrets', 'line_number': 126, 'rule_description': 'Instead of REFing a parameter for a secret use a dynamic reference. Solutions like SSM parameter store and secrets manager provide better security of sercrets', 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/security-best-practices.html#creds'}]",syntax_validation,11,moderate,,
32,We need a CloudFormation template that creates a Lambda sample.,../Data/groud_truth/template/LambdaSample.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_32_update_14_template_20260303_015557.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'LambdaFunction', 'reason': 'Error while creating lambda: Docker not available'}, {'resource': 'validation-stack-004deccb', 'reason': 'N/A'}, {'resource': 'validation-stack-004deccb', 'reason': 'N/A'}]",deployment,14,moderate,,
33,"We need a CloudFormation template that creates IAM roles for EC2 instances with read-only access to IAM metadata, which allows them to retrieve and list IAM resources. The template should define two roles that trust the EC2 service, attach a managed policy granting permissions for `iam:Get*` and `iam:List*` actions across all IAM resources.",../Data/groud_truth/template/lab3.1.4.iamrole.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_33_update_1_template_20260303_015618.yaml,True,,,,1,,66.66666666666666,100.0
34,"We need a CloudFormation template that creates a MySQL RDS instance (db.r5.large) with Provisioned IOPS (io1 storage) within a VPC. The solution should deploy the database across two private subnets in different Availability Zones using a DB subnet group, with network isolation via a dedicated VPC and a security group restricting access to port 3306 for internal VPC traffic. ",../Data/groud_truth/template/RDS_PIOPS.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_34_update_11_template_20260303_020605.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'MySQLRDSInstance', 'message': ""Engine version '8.0.35' for engine 'mysql' is deprecated and cannot be used to create new RDS DB instances"", 'line_number': 97, 'rule_description': 'Validate the DB Instance engine version is not deprecated and can be used to create new instances', 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-rds-dbinstance.html#cfn-rds-dbinstance-engineversion'}, {'resource': 'MySQLRDSInstance', 'message': 'Use dynamic references over parameters for secrets', 'line_number': 104, 'rule_description': 'Instead of REFing a parameter for a secret use a dynamic reference. Solutions like SSM parameter store and secrets manager provide better security of sercrets', 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/security-best-practices.html#creds'}]",syntax_validation,11,moderate,,
35,"We need a CloudFormation template that creates MySQL RDS instance (db.t3.micro) with automated snapshots and basic networking infrastructure. The template should deploy the database in a VPC with public subnets across two Availability Zones, using a route table and internet gateway for external connectivity. ",../Data/groud_truth/template/RDS_Snapshot_On_Delete.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_35_update_11_template_20260303_022045.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'MySQLRDSInstance', 'message': 'Use dynamic references over parameters for secrets', 'line_number': 127, 'rule_description': 'Instead of REFing a parameter for a secret use a dynamic reference. Solutions like SSM parameter store and secrets manager provide better security of sercrets', 'documentation': 'https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/security-best-practices.html#creds'}]",syntax_validation,11,moderate,,
36,We need a CloudFormation template that creates a MySQL RDS instance (db.t3.micro) with a custom parameter group and secure network isolation. The template should deploy the database in a VPC with two subnets across Availability Zones. It must integrate AWS Secrets Manager to securely generate and manage admin credentials. ,../Data/groud_truth/template/RDS_with_DBParameterGroup.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_36_update_14_template_20260303_024536.yaml,False,max_stage_error_attempts_exceeded,"Line 62: too many spaces inside brackets
Line 62: too many spaces inside brackets",yaml_validation,14,moderate,,
37,We need a CloudFormation template that creates a secure bucket that passes default security scanning checks. Includes a bucket to store replicas and an access log bucket. Server side encryption is enabled. Public access is disabled. The bucket policy requires secure transport.,../Data/groud_truth/template/compliant-bucket.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_37_update_4_template_20260303_025006.yaml,True,,,,4,moderate,50.0,100.0
38,We need a CloudFormation template that creates a S3 bucket trigger lambda function.,../Data/groud_truth/template/S3_LambdaTrigger.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_38_update_14_template_20260303_025744.yaml,False,max_stage_error_attempts_exceeded,"[{'resource': 'LambdaFunction', 'reason': 'Error while creating lambda: Docker not available'}, {'resource': 'validation-stack-66e4279d', 'reason': 'N/A'}, {'resource': 'validation-stack-66e4279d', 'reason': 'N/A'}]",deployment,14,moderate,,
39,"We need a CloudFormation template that creates an Amazon ECR repository, which include a repository policy granting the AWS account root user permissions to perform critical ECR actions, for Kubernetes container image management. ",../Data/groud_truth/template/ecr.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_39_update_2_template_20260303_030426.yaml,True,,,,2,simple,100.0,100.0
40,We need a CloudFormation template that creates SQS FIFO Queue.,../Data/groud_truth/template/SQSFIFOQueue.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_40_update_1_template_20260303_030458.yaml,True,,,,1,,50.0,100.0
41,We need a CloudFormation template that creates SQS Standard Queue.,../Data/groud_truth/template/SQSStandardQueue.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_41_update_1_template_20260303_030520.yaml,True,,,,1,,50.0,100.0
42,"We need a CloudFormation template that creates a VPC, with a pair of public and private subnets, in total three, spread across two Availability Zones. It uses a static AZ Mapping known as RegionMap to ensure that your resources persist in a given Availability Zone if we add or remove zones.",../Data/groud_truth/template/FindInMapAZs.yaml,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_42_update_1_template_20260303_030547.yaml,True,,,,1,,22.727272727272727,100.0
