row_index,row_number,difficulty_level,prompt,ground_truth_path,user_intent_file_path,user_intent_ids,pass_user_intent,total_intent_checks,passed_intent_ids,failed_intent_ids,total_passed,total_failed,template_empty,error,passed_check_details,failed_check_details
31,31,5,"We need a CloudFormation template that creates an automated deployment pipeline for the Etherpad application using AWS CodeDeploy. The template should deploy Etherpad on EC2 instances within an Auto Scaling group across two subnets, fronted by an internet-facing Application Load Balancer for traffic distribution. It must provision a MySQL RDS instance for database storage and integrate AWS Systems Manager (SSM) for secure parameter storage. The solution should automate instance provisioning with a launch template that installs dependencies (Node.js, CodeDeploy agent) and signals CloudFormation upon readiness. An S3 bucket stores deployment artifacts, while CodeDeploy resources manage application updates. ",Data\groud_truth\template\codedeploy.yaml,"Data\user_intent\row_31A.yaml, user_intent\row_31B.yaml, user_intent\row_31C.yaml, user_intent\row_31D.yaml ",UIV_CUSTOM_ROW_31A;UIV_CUSTOM_ROW_31B;UIV_CUSTOM_ROW_31C;UIV_CUSTOM_ROW_31D,False,4,,UIV_CUSTOM_ROW_31A;UIV_CUSTOM_ROW_31B;UIV_CUSTOM_ROW_31C;UIV_CUSTOM_ROW_31D,0,0,False,,[],[]
34,34,4,"We need a CloudFormation template that creates a MySQL RDS instance (db.r5.large) with Provisioned IOPS (io1 storage) within a VPC. The solution should deploy the database across two private subnets in different Availability Zones using a DB subnet group, with network isolation via a dedicated VPC and a security group restricting access to port 3306 for internal VPC traffic. ",Data\groud_truth\template\RDS_PIOPS.yaml,"Data\user_intent\row_34A.yaml, user_intent\row_34B.yaml, user_intent\row_34C.yaml, user_intent\row_34D.yaml ",UIV_CUSTOM_ROW_34A;UIV_CUSTOM_ROW_34B;UIV_CUSTOM_ROW_34C;UIV_CUSTOM_ROW_34D,False,4,,UIV_CUSTOM_ROW_34A;UIV_CUSTOM_ROW_34B;UIV_CUSTOM_ROW_34C;UIV_CUSTOM_ROW_34D,0,0,False,,[],[]
35,35,5,"We need a CloudFormation template that creates MySQL RDS instance (db.t3.micro) with automated snapshots and basic networking infrastructure. The template should deploy the database in a VPC with public subnets across two Availability Zones, using a route table and internet gateway for external connectivity. ",Data\groud_truth\template\RDS_Snapshot_On_Delete.yaml,"Data\user_intent\row_35A.yaml, user_intent\row_35B.yaml, user_intent\row_35C.yaml",UIV_CUSTOM_ROW_35A;UIV_CUSTOM_ROW_35B;UIV_CUSTOM_ROW_35C,False,3,,UIV_CUSTOM_ROW_35A;UIV_CUSTOM_ROW_35B;UIV_CUSTOM_ROW_35C,0,0,False,,[],[]
52,52,3,"We need a CloudFormation template that creates a multi-region application failover architecture using Amazon Route 53 Application Recovery Controller (ARC). The template should configure a recovery cluster and control panel, define routing controls for two AWS regions, enforce a safety rule to maintain at least one active region at all times, and set up health checks linked to routing controls for monitoring regional application health. ",Data\groud_truth\template\Route53-ARC-routing-control.yaml,"Data\user_intent\row_52A.yaml, user_intent\row_52B.yaml, user_intent\row_52C.yaml",UIV_CUSTOM_ROW_52A;UIV_CUSTOM_ROW_52B;UIV_CUSTOM_ROW_52C,False,3,,UIV_CUSTOM_ROW_52A;UIV_CUSTOM_ROW_52B;UIV_CUSTOM_ROW_52C,0,0,False,,[],[]
55,55,2,We need a CloudFormation template that creates a vpc with security group.,Data\groud_truth\template\client_security_group.yaml,Data\user_intent\row_55A.yaml,UIV_CUSTOM_ROW_55A,False,1,,UIV_CUSTOM_ROW_55A,0,0,False,,[],[]
59,59,2,We need a CloudFormation template that creates an Amazon Kinesis Data Stream for real-time data ingestion and processing and alerts for read and write throughput exceeding.,Data\groud_truth\template\kinesis-data-stream.yaml,"Data\user_intent\row_59A.yaml, user_intent\row_59B.yaml",UIV_CUSTOM_ROW_59A;UIV_CUSTOM_ROW_59B,False,2,,UIV_CUSTOM_ROW_59A;UIV_CUSTOM_ROW_59B,0,0,False,,[],[]
60,60,2,We need a CloudFormation template that creates an AWS KMS (Key Management Service) Key for centralized encryption management. Remember to include the Alias for the key.,Data\groud_truth\template\kms-key.yaml,Data\user_intent\row_60A.yaml,UIV_CUSTOM_ROW_60A,False,1,,UIV_CUSTOM_ROW_60A,0,0,False,,[],[]
61,61,2,"We need a CloudFormation template that creates a private Amazon Route 53 Hosted Zone?for internal DNS management within a VPC.?Note the domain is: ""www.example.com"".",Data\groud_truth\template\route53-hosted-zone-private.yaml,"Data\user_intent\row_34A.yaml, user_intent\row_61A.yaml",UIV_CUSTOM_ROW_34A;UIV_CUSTOM_ROW_61A,False,2,,UIV_CUSTOM_ROW_34A;UIV_CUSTOM_ROW_61A,0,0,False,,[],[]
62,62,4,"We need a CloudFormation template that creates a Amazon Aurora MySQL cluster with two database instances and customized database parameter groups. It must include two publicly accessible `db.t3.large` instances for redundancy, with parameter groups enforcing database-specific settings like `time_zone` and `sql_mode`. ",Data\groud_truth\template\rds_2db_instance.yaml,"Data\user_intent\row_62A.yaml, user_intent\row_62B.yaml",UIV_CUSTOM_ROW_59A;UIV_CUSTOM_ROW_59B,False,2,,UIV_CUSTOM_ROW_59A;UIV_CUSTOM_ROW_59B,0,0,False,,[],[]
64,64,5,"We need a CloudFormation template that creates a web application environment with a public-facing EC2 instance in a VPC. The template should deploy a VPC with public and private subnets, an internet gateway, and route tables to enable public internet access for the web server. It must provision an EC2 instance in the public subnet with Apache HTTP Server, PHP, and a sample inventory application pre-installed via user data scripts. ",Data\groud_truth\template\arch6-lab3.yaml,Data\user_intent\row_64A.yaml,UIV_CUSTOM_ROW_64A,False,1,,UIV_CUSTOM_ROW_64A,0,0,False,,[],[]
69,69,3,"We need a CloudFormation template that creates a VPC, Security Group, S3 Bucket, and DynamoDB Table with deletion protection enabled.",Data\groud_truth\template\s3_dynamodb.yaml,Data\user_intent\row_69A.yaml,UIV_CUSTOM_ROW_69A,False,1,,UIV_CUSTOM_ROW_69A,0,0,False,,[],[]
73,73,1,We need a CloudFormation template that creates an Amazon ECS cluster configured to leverage both Fargate and Fargate Spot capacity providers.,Data\groud_truth\template\easy-ecs-cluster.yaml,Data\user_intent\row_73A.yaml,UIV_CUSTOM_ROW_73A,False,1,,UIV_CUSTOM_ROW_73A,0,0,False,,[],[]
78,78,1,"We need a CloudFormation template that creates an AWS EC2 IP Address Manager (IPAM) to manage IP address allocation. Note to export critical identifiers like the IPAM ARN, ID, and default public/private scope IDs as stack outputs for cross-stack references (e.g., linking to VPCs or subnet configurations in other templates).",Data\groud_truth\template\ipam.yaml,Data\user_intent\row_78A.yaml,UIV_CUSTOM_ROW_78A,False,1,,UIV_CUSTOM_ROW_78A,0,0,False,,[],[]
81,81,1,"We need a CloudFormation template that creates an AWS Resource Group using tag-based filters to include instances from services like EC2, RDS, SageMaker, SSM, and others.",Data\groud_truth\template\patch-resource-group.yaml,Data\user_intent\row_81A.yaml,UIV_CUSTOM_ROW_81A,False,1,,UIV_CUSTOM_ROW_81A,0,0,False,,[],[]
82,82,2,"We need a CloudFormation template that creates an encrypted S3 bucket (ALBAccessLogsBucket) with private access, enforced bucket ownership, and a 90-day retention policy to automatically delete old logs and a bucket policy allowing AWS ELB accounts and delivery.logs.amazonaws.com to write logs, ensuring compliance with AWS requirements for ALB logging while restricting public access.",Data\groud_truth\template\alb-notebook-access-logsbucket.yaml,Data\user_intent\row_82A.yaml,UIV_CUSTOM_ROW_82A,False,1,,UIV_CUSTOM_ROW_82A,0,0,False,,[],[]
83,83,2,"We need a CloudFormation template that creates an AWS Transit Gateway (TGW) and a Resource Access Manager (RAM) resource share to centralize and simplify network connectivity across multiple VPCs and AWS accounts. The template should:

Deploy a Transit Gateway with predefined BGP settings (ASN 65000), automatic attachment acceptance, and default route propagation/association for seamless cross-VPC routing.

Share the Transit Gateway to AWS account with if of (644519422710) to enable cross-account network connectivity without manual resource duplication.

Export the Transit Gateway ID and Resource Share ID with stack-specific names for integration with VPC attachments or other networking components.",Data\groud_truth\template\tgw.yaml,Data\user_intent\row_83A.yaml,UIV_CUSTOM_ROW_83A,False,1,,UIV_CUSTOM_ROW_83A,0,0,False,,[],[]
87,87,3,"We need a CloudFormation template that creates an S3 bucket for Lambda artifacts and a KMS key for encryption. The template should:

Provision a publicly accessible S3 bucket and enabling easy distribution of Lambda deployment packages or static assets. 

Define a customer-managed KMS key with automatic rotation and granular IAM policies to allow administration/usage by the root account and an imported service role.

Create a KMS key alias for simplified key referencing.",Data\groud_truth\template\essentials.yaml,"Data\user_intent\row_87A.yaml, user_intent\row_87B.yaml",UIV_CUSTOM_ROW_87A;UIV_CUSTOM_ROW_87B,False,2,,UIV_CUSTOM_ROW_87A;UIV_CUSTOM_ROW_87B,0,0,False,,[],[]
89,89,1,We need a CloudFormation template that creates an AWS Security Hub resource that enables default standards and turns on consolidated control findings.,Data\groud_truth\template\security-hub.yaml,Data\user_intent\row_89A.yaml,UIV_CUSTOM_ROW_89A,False,1,,UIV_CUSTOM_ROW_89A,0,0,False,,[],[]
93,93,3,"We need a CloudFormation template that creates an auto-configuring EC2 instance with tag-driven Nginx installation and enhanced monitoring using AWS Systems Manager (SSM). The template should:

Provision an EC2 instance (Linux 2) with the latest Amazon Linux AMI, an IAM role for SSM access, and permissions to read/write logs to a dedicated S3 bucket.

Automate Nginx installation via an SSM Association that triggers on the instance tag, executing a shell script to install and start the web server, ensuring consistent configuration across tagged instances.

Configure centralized logging to an S3 bucket and integrate CloudWatch monitoring for performance insights, enabling observability of the instance and application.",Data\groud_truth\template\BashScriptAssociationTags.yaml,"Data\user_intent\row_93A.yaml, user_intent\row_93B.yaml",UIV_CUSTOM_ROW_93A;UIV_CUSTOM_ROW_93B,False,2,,UIV_CUSTOM_ROW_93A;UIV_CUSTOM_ROW_93B,0,0,False,,[],[]
94,94,4,"We need a CloudFormation template that creates an EC2 instance with automated OS updates, Nginx installation, and validation workflows using AWS Systems Manager (SSM) Automation. The template should:

Deploy an EC2 instance (Linux 2) with the latest Amazon Linux AMI and an IAM role granting SSM permissions for command execution, S3 log storage access, and CloudWatch monitoring.

Define a custom SSM Automation document to orchestrate a multi-step process: OS updates with reboot checks, Nginx installation, and curl-based validation of the web server, ensuring end-to-end configuration integrity.

Configure centralized logging to an S3 bucket for auditability and leverage IAM roles to enforce least-privilege access for SSM operations (e.g., associations, command execution).",Data\groud_truth\template\BashScriptSSMAutomation.yaml,"Data\user_intent\row_94A.yaml, user_intent\row_94B.yaml, user_intent\row_94C.yaml",UIV_CUSTOM_ROW_94A;UIV_CUSTOM_ROW_94B;UIV_CUSTOM_ROW_94C,False,3,,UIV_CUSTOM_ROW_94A;UIV_CUSTOM_ROW_94B;UIV_CUSTOM_ROW_94C,0,0,False,,[],[]
101,101,3,"We need a CloudFormation template that creates a VPC with flow logging configured to monitor network traffic patterns. The template should automatically provision an S3 bucket for storing flow logs. The logs must capture specified traffic types and include comprehensive metadata fields. Security requirements include blocking public access to the S3 bucket, enforcing SSL for data transfers, and granting minimal permissions for AWS log delivery services. The solution should support optional log file prefixes for organizational structuring and output the final bucket name for integration with downstream systems. ",Data\groud_truth\template\vpc-flow-logs-custom.yaml,"Data\user_intent\row_101A.yaml, user_intent\row_101B.yaml",,False,0,,,0,0,False,no user_intent_ids provided,[],[]
103,103,5,"We need a CloudFormation template that creates a secure, monitored web application environment in AWS, which includes a PHP/Apache web server, centralized logging, and compliant network infrastructure. The template should provision a VPC with a public subnet, internet gateway, and security group allowing HTTP access to host an EC2 instance running the latest Amazon Linux AMI. The instance must automatically install Apache and PHP, generate a dynamic webpage and enforce IAM roles for CloudWatch monitoring and Systems Manager (SSM) access. An S3 bucket with server-side encryption and restricted public access is required to store CloudWatch logs, configured via bucket policies to allow log ingestion. ",Data\groud_truth\template\security-lab-stack.yaml,"Data\user_intent\row_103A.yaml, user_intent\row_103B.yaml",UIV_CUSTOM_ROW_103A;UIV_CUSTOM_ROW_103B,False,2,,UIV_CUSTOM_ROW_103A;UIV_CUSTOM_ROW_103B,0,0,False,,[],[]
104,104,5,"We need a CloudFormation template that creates a lab environment for testing EC2 instance scheduling automation, which includes a VPC, managed instances, and an admin instance preconfigured with scheduling tools. The template should provision a VPC with a public subnet, internet gateway, and route tables to enable internet access for EC2 instances. It must deploy five lightweight (t3.nano) EC2 instances tagged for a development environment (`environment: dev`) and a dedicated admin instance that installs the AWS Instance Scheduler CLI via a user data script. The admin instance requires an IAM role with permissions to invoke Lambda functions and interact with CloudFormation, while all instances use SSM for management. Security configurations include a permissive security group (allowing unrestricted outbound traffic) and network isolation through VPC routing. ",Data\groud_truth\template\sample_environment_template.yaml,Data\user_intent\row_104A.yaml,UIV_CUSTOM_ROW_104A,False,1,,UIV_CUSTOM_ROW_104A,0,0,False,,[],[]
106,106,2,"We need a CloudFormation template that creates an S3 bucket with event-driven notifications to an SNS topic, which automates alerts or workflows when new objects are uploaded. The template should provision an S3 bucket and an SNS topic, then configure the bucket to send notifications to the topic for all s3:ObjectCreated:* events. The SNS topic must include a policy allowing the S3 service to publish messages, restricted to the specific bucket and AWS account to prevent unauthorized access. ",Data\groud_truth\template\bucket_and_notification.yaml,Data\user_intent\row_106A.yaml,UIV_CUSTOM_ROW_106A,False,1,,UIV_CUSTOM_ROW_106A,0,0,False,,[],[]
108,108,2,"We need a CloudFormation template that creates a secure AWS Cognito user management system for applications while enforcing admin-managed user provisioning. The template should provision a Cognito User Pool with email verification, a customizable password policy and a preconfigured domain for hosted login pages. It must support OAuth flows and authentication methods like password-based and refresh token auth.",Data\groud_truth\template\cognito_sample.yaml,"Data\user_intent\row_108A.yaml, user_intent\row_108B.yaml",UIV_CUSTOM_ROW_108A;UIV_CUSTOM_ROW_108B,False,2,,UIV_CUSTOM_ROW_108A;UIV_CUSTOM_ROW_108B,0,0,False,,[],[]
109,109,3,"We need a CloudFormation template that creates an event-driven integration between AWS EventBridge and a MongoDB API endpoint, which routes application events to MongoDB for processing or logging. The template should provision an EventBridge event bus to capture custom events and configure an API destination using a MongoDB URL secured via API key authentication. It must define a connection with API key parameters (name and value) and an IAM role allowing EventBridge to invoke the MongoDB API endpoint. A dead-letter SQS queue is required to handle failed event deliveries, ensuring fault tolerance. For the MongoDBURL, you may use 'www.testanu.com'. For the ApiKeyName and ApiKeyValue you may use 'test_name' and 'test_value'.",Data\groud_truth\template\mongoDB.yaml,"Data\user_intent\row_109A.yaml, user_intent\row_109B.yaml, user_intent\row_109C.yaml",UIV_CUSTOM_ROW_109A;UIV_CUSTOM_ROW_109B;UIV_CUSTOM_ROW_109C,False,3,,UIV_CUSTOM_ROW_109A;UIV_CUSTOM_ROW_109B;UIV_CUSTOM_ROW_109C,0,0,False,,[],[]
110,110,4,"We need a CloudFormation template that creates a cross-account private API Gateway integrated with a Lambda function, which enforces secure access via a VPC endpoint and custom domain. The template should provision a private API Gateway (configured to allow access only from a specified VPC endpoint ID) with a Lambda backend that returns a simple response. It must include IAM roles for Lambda execution (with basic CloudWatch logging permissions) and API Gateway-to-Lambda invocation policies. The API Gateway is deployed with a custom domain name and a stage, ensuring controlled access through VPC endpoint restrictions. ",Data\groud_truth\template\crossAccResources.yaml,"Data\user_intent\row_110A.yaml, user_intent\row_110B.yaml, user_intent\row_110C.yaml, user_intent\row_110D.yaml",UIV_CUSTOM_ROW_110A;UIV_CUSTOM_ROW_110B;UIV_CUSTOM_ROW_110C;UIV_CUSTOM_ROW_110D,False,4,,UIV_CUSTOM_ROW_110A;UIV_CUSTOM_ROW_110B;UIV_CUSTOM_ROW_110C;UIV_CUSTOM_ROW_110D,0,0,False,,[],[]
115,115,2,"We need a CloudFormation template that creates an automated monitoring and alerting system for AWS Secrets Manager activities, which sends email notifications for critical secret lifecycle events. The template should provision an EventBridge rule to detect Secrets Manager API calls and route these events to an SNS topic. ",Data\groud_truth\template\sns-secretsmanager.yaml,Data\user_intent\row_115A.yaml,UIV_CUSTOM_ROW_115A,False,1,,UIV_CUSTOM_ROW_115A,0,0,False,,[],[]
116,116,4,"We need a CloudFormation template that creates an SNS-to-SQS fanout system with filtered message routing, which enables scalable and selective message processing for different metric types (e.g., temperature, humidity). The template should provision a central SNS topic and three SQS queues: one for **all metrics**, and two filtered queues (`TemperatureSqsQueue`, `HumiditySqsQueue`) that receive only messages tagged with specific attributes (`MetricType: Temperature` or `Humidity`). Each queue includes a dead-letter queue to handle message processing failures. ",Data\groud_truth\template\sns_with_sqs.yaml,Data\user_intent\row_116A.yaml,UIV_CUSTOM_ROW_116A,False,1,,UIV_CUSTOM_ROW_116A,0,0,False,,[],[]
120,120,5,"We need a CloudFormation template that creates an event-driven AWS Batch job processing pipeline integrated with SQS and EventBridge Pipes, which automates the execution of containerized tasks in response to specific messages (e.g., ""OrderCreated""). The template should provision an SQS queue as the event source, an AWS Batch environment with a job queue and job definition, and an EventBridge Pipe to filter messages and trigger Batch jobs. Security configurations include IAM roles for Batch, Pipes, and ECS execution, along with VPC private subnets and security groups to isolate compute resources. ",Data\groud_truth\template\sqs-pipes-batch-service.yaml,"Data\user_intent\row_120A.yaml, user_intent\row_120B.yaml, user_intent\row_120C.yaml",UIV_CUSTOM_ROW_120A;UIV_CUSTOM_ROW_120B;UIV_CUSTOM_ROW_120C,False,3,,UIV_CUSTOM_ROW_120A;UIV_CUSTOM_ROW_120B;UIV_CUSTOM_ROW_120C,0,0,False,,[],[]
124,124,4,"We need a CloudFormation template that creates a secure REST API Gateway integrated with Amazon DynamoDB for managing music data, which enables CRUD operations (Create/Read) through HTTP endpoints. The template should provision a DynamoDB table (`Music`) with a global secondary index (`Artist-Index`) for querying by artist, and an API Gateway with two methods: a **POST** endpoint to add music entries (artist, album) and a **GET** endpoint to retrieve entries by artist. Security requirements include API key authentication, IAM roles for API Gateway to access DynamoDB, and a usage plan with rate limiting/throttling to control traffic.",Data\groud_truth\template\api_with_dynamoDB.yaml,"Data\user_intent\row_124A.yaml, user_intent\row_124B.yaml",UIV_CUSTOM_ROW_124A;UIV_CUSTOM_ROW_124B,False,2,,UIV_CUSTOM_ROW_124A;UIV_CUSTOM_ROW_124B,0,0,False,,[],[]
125,125,4,"We need a CloudFormation template that creates a secure REST API Gateway integrated with Amazon Simple Email Service (SES), which enables sending templated emails via HTTP endpoints while enforcing validation and rate limits. The template should provision an API Gateway with a POST method that transforms JSON payloads (containing `to`, `from`, `subject`, `text/html` content, etc.) into SES-compatible form data. It must configure an IAM role granting API Gateway permissions to invoke SESÂ¡Â¯s `SendEmail` action and include request validation to ensure payloads adhere to a defined JSON schema. Security requirements include API key authentication, a usage plan with throttling (500 requests/second) and monthly quotas (10,000 requests), and encrypted API key handling. ",Data\groud_truth\template\apigateway_ses.yaml,"Data\user_intent\row_125A.yaml, user_intent\row_125B.yaml, user_intent\row_125C.yaml, user_intent\row_125D.yaml",UIV_CUSTOM_ROW_125A;UIV_CUSTOM_ROW_125B;UIV_CUSTOM_ROW_125C;UIV_CUSTOM_ROW_125D,False,4,,UIV_CUSTOM_ROW_125A;UIV_CUSTOM_ROW_125B;UIV_CUSTOM_ROW_125C;UIV_CUSTOM_ROW_125D,0,0,False,,[],[]
126,126,5,"We need a CloudFormation template that creates a REST API Gateway integrated with Amazon Kinesis Data Streams, which enables HTTP-based interaction for ingesting and retrieving streaming data without direct AWS SDK dependencies. The template should provision a Kinesis stream and an API Gateway with endpoints to PUT records (single or batch), GET records via shard iterators, and manage stream metadata. Security configurations include an IAM role granting API Gateway permissions to perform Kinesis actions (`PutRecord`, `GetRecords`, etc.). The API transforms incoming HTTP requests into Kinesis-compatible formats (e.g., base64 encoding data, handling partition keys) and routes them to the specified stream.",Data\groud_truth\template\apigateway_kinesis.yaml,"Data\user_intent\row_126A.yaml, user_intent\row_126B.yaml",UIV_CUSTOM_ROW_126A;UIV_CUSTOM_ROW_126B,False,2,,UIV_CUSTOM_ROW_126A;UIV_CUSTOM_ROW_126B,0,0,False,,[],[]
127,127,1,"We need a CloudFormation template that creates an Amazon EFS file system with basic configurations for a testing environment, which establishes a shared storage solution in us-east-1a. ",Data\groud_truth\template\efs_easy.yaml,Data\user_intent\row_127A.yaml,UIV_CUSTOM_ROW_127A,False,1,,UIV_CUSTOM_ROW_127A,0,0,False,,[],[]
129,129,5,"We need a CloudFormation template that creates a secure and compliant AWS Config setup with customizable retention policies and delivery configurations, which automates resource configuration tracking and audit logging across an AWS account. The template provisions an S3 bucket (or integrates with an existing one) to store configuration snapshots, an SNS topic for notifications, and configures AWS Config to record all resource changes with global coverage. Security measures include enforcing SSL for S3 bucket access, blocking public access, and optional IAM permission boundaries. A Lambda function dynamically manages retention periods (via custom resource) to align with compliance requirements (default: 2557 days) and adjusts delivery frequency (e.g., hourly/daily snapshots). ",Data\groud_truth\template\config.yaml,"Data\user_intent\row_129A.yaml, user_intent\row_129B.yaml, user_intent\row_129C.yaml",UIV_CUSTOM_ROW_129A;UIV_CUSTOM_ROW_129B;UIV_CUSTOM_ROW_129C,False,3,,UIV_CUSTOM_ROW_129A;UIV_CUSTOM_ROW_129B;UIV_CUSTOM_ROW_129C,0,0,False,,[],[]
131,131,4,"We need a CloudFormation template that creates a centralized alerting system using Amazon SNS, which aggregates notifications from multiple AWS services (e.g., CloudWatch Alarms, RDS, S3, Budgets) and routes them to configurable endpoints like email, HTTP/HTTPS URLs, or a fallback email for delivery failures. The template provisions an SNS topic with a policy allowing authorized AWS services to publish alerts, along with subscriptions for user-defined endpoints (email, webhooks) and retry policies for HTTP(S) targets. A CloudWatch Alarm monitors failed notifications and triggers a fallback SNS topic to ensure redundancy. Note the email and httpsendpoints may not be provided, so consider add conditions.",Data\groud_truth\template\alert.yaml,Data\user_intent\row_131A.yaml,UIV_CUSTOM_ROW_131A,False,1,,UIV_CUSTOM_ROW_131A,0,0,False,,[],[]
132,132,4,"We need a CloudFormation template that creates an AWS Batch environment for executing containerized batch jobs, which automates infrastructure setup for scalable data processing tasks (e.g., S3 file operations). The template provisions a VPC with a subnet, an S3 bucket for input/output data, and configures AWS Batch components: a compute environment (EC2-based, with `m5.large` instances), a job queue, and a job definition using a Docker image (default: `amazonlinux`). The job definition includes a sample script that installs the AWS CLI, copies an S3 object, and re-uploads itÂ¡Âªdemonstrating basic workflow automation. ",Data\groud_truth\template\batch-demo.template.yaml,"Data\user_intent\row_132A.yaml, user_intent\row_132B.yaml",UIV_CUSTOM_ROW_132A;UIV_CUSTOM_ROW_132B,False,2,,UIV_CUSTOM_ROW_132A;UIV_CUSTOM_ROW_132B,0,0,False,,[],[]
