dest_file,difficulty,n_resources,n_params,loc,user_prompt,leak_severity,leak_reasons,missing_essential_info,missing_reasons,difficulty_fit,assumes_external_dependency,external_dependency_reasons,stale_reference_risk,stale_reference_reasons,critical_defect,notes,scenario_id
iac_benchmark/scenarios/terrads_91609b0f19d3,1,6,1,55,"We need a Terraform template that creates a VPC with a CIDR block of 10.0.0.0/16, a public subnet with a CIDR block of 10.0.1.0/24, an internet gateway, a route table with a default route to the internet gateway, and an Elastic IP that is associated with a provided EC2 instance ID, for testing purposes.",none,,False,,appropriate,False,,False,,False,Prompt is concise and covers the essential resources without leaking Terraform specifics.,
iac_benchmark/scenarios/terrads_9131cf3a64fd,1,2,0,59,"We need a Terraform template that creates two VPCs in separate AWS regions for testing purposes, one in us-east-1 with a CIDR block of 10.1.0.0/16 and one in ap-south-1 with a CIDR block of 10.2.0.0/16, each tagged with its respective region name.",none,,False,,appropriate,False,,False,,False,"Prompt is clear and concise for level 1, with no leakage or missing essential info.",
iac_benchmark/scenarios/gh_3a4dde50,5,12,47,849,"We need a Terraform template that creates a comprehensive set of AWS WAF resources for testing purposes, including an IP set, a rule, a rule group, a web ACL, a rate-based rule, a byte match set, a geo match set, a regex match set, a regex pattern set, a size constraint set, an SQL injection match set, and an XSS match set, all using a default name prefix of ""TEST"" and environment of ""STAGE"", with the rate-based rule configured to use a rate key of ""IP"" and a rate limit of 100.",none,,False,,appropriate,False,,False,,False,The prompt correctly specifies the required resources and key configuration values without leaking Terraform identifiers.,
iac_benchmark/scenarios/terrads_9b086d2b420f,1,2,5,78,"We need a Terraform template that creates two CloudWatch log groups named with a slug combining the app, module, and stage variables (defaulting to ""trilium"", ""log"", and ""production"") for app and proxy purposes, each with a configurable retention period defaulting to 120 days, and tagged with the app, module, and stage, and outputs the log group names and the current AWS region.",none,,False,,appropriate,False,,False,,False,"The prompt is concise, contains no leaked Terraform syntax, and accurately captures the essential details for a Level 1 task.",
iac_benchmark/scenarios/terrads_8ecc16737478,3,8,0,170,"We need a Terraform template that creates a VPC in eu-west-1 for use with a multi-cluster EKS blueprint, specifically designed to support cross-cluster communication between two separate Kubernetes clusters. The VPC must use CIDR 10.0.0.0/16, span exactly three availability zones, and include both private and public subnets with the standard Kubernetes load balancer tags so the clusters can automatically discover them for ELB and internal ELB provisioning. A single shared NAT gateway should be enabled for cost efficiency. Additionally, the template must provision two separate security groups for the two clusters—cluster1_additional_sg and cluster2_additional_sg—configured so that each group allows all traffic from the other group, enabling direct pod-to-pod communication across the clusters.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the required resources and configuration without leaking Terraform-specific syntax or identifiers.,
iac_benchmark/scenarios/terrads_d6b0179ef188,1,6,1,54,"We need a Terraform template that creates a simple REST API Gateway for testing purposes with a single resource path ""movies"", a GET method, and a mock integration that returns a hardcoded ""Hello from the movies API!"" response, naming the API ""terraform-api-gateway-example"".",none,,False,,appropriate,False,,False,,False,The prompt captures the essential functional requirements without leaking Terraform-specific identifiers or over-specifying secondary details.,
iac_benchmark/scenarios/terrads_6733374577f8,1,2,0,50,"We need a Terraform template that creates an EFS file system and an ECS task definition for testing purposes, where the ECS task definition mounts the EFS file system as a volume at the ""/opt/data"" root directory, and the task definition must use the creation token ""cloudrail-test"" for the EFS file system and the family name ""cloudrail-test-encryption"" for the task definition, with the task definition containing two container definitions where the first container uses the image ""service-first"" with 10 CPU units and 512 MB of memory and maps port 80, and the second container uses the image ""service-second"" with 10 CPU units and 256 MB of memory and maps port 443.",none,,False,,appropriate,False,,False,,False,The prompt provides necessary details at a level appropriate for a difficulty 1 task.,
iac_benchmark/scenarios/terrads_552a94284625,1,6,0,44,"We need a Terraform template that creates a VPC with CIDR 10.0.0.0/16 for testing purposes, including a public subnet (10.0.1.0/24) and a private subnet (10.0.2.0/24), an internet gateway attached to the VPC, and a route table for the public subnet that directs all IPv4 and IPv6 traffic to the internet gateway.",none,,False,,appropriate,False,,False,,False,Prompt accurately captures the required resources and CIDR ranges without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/gh_7b224d4a,3,7,0,340,"We need a Terraform template that creates a set of AWS CloudFront distributions for testing security policy checks. The template should include multiple distributions with a mix of enabled flags (true and false), and origins with domain names such as example.data.mediastore.amazonaws.com, example.com, and example.elb.amazonaws.com. For those distributions that include a custom_origin_config, we need to set origin_protocol_policy to either 'match-viewer' or 'https-only' to cover both compliant and non-compliant scenarios. Some distributions should have multiple origins, combining safe and unsafe domains, and some should omit the custom_origin_config entirely. The purpose is to validate that the policy correctly marks distributions as failures when they are enabled, have a custom origin with match-viewer protocol, and use a domain containing 'mediastore', 'mediapackage', or 'elb'.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the required distributions and their properties without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/terrads_c4044d1c9fd4,1,3,0,64,"We need a Terraform template that creates an IAM role for EC2 to assume, and then attaches exactly two inline policies to that role: one granting permission to call iam:passrole on any resource, and another allowing both lambda:createfunction and any invoke action on Lambda functions.",none,,False,,appropriate,False,,False,,False,"The prompt is concise, faithful, and contains no leakage or missing essential details.",
iac_benchmark/scenarios/gh_96ef1179,1,3,0,34,"We need a Terraform template that creates ACM certificates for the domain example.com using DNS validation, with tags indicating they are for testing, and we want to include multiple certificate resources to demonstrate the difference between having create_before_destroy set to true, false, and omitted, so we can test our compliance rules.",none,,False,,appropriate,False,,False,,False,"The prompt correctly specifies the domain, validation method, tags, and the three lifecycle configurations without leaking Terraform identifiers or syntax.",
iac_benchmark/scenarios/terrads_cab079b29b84,1,3,0,45,We need a Terraform template that creates an IAM role for AWS Lambda with the necessary permissions to execute within a VPC and access Amazon Elastic File System (EFS).,none,,False,,appropriate,False,,False,,False,"The prompt clearly describes the requirement to create an IAM role for Lambda with VPC and EFS access permissions, without leaking any Terraform-specific identifiers or syntax. It is appropriately concise for a level 1 difficulty.",
iac_benchmark/scenarios/terrads_25476de431a3,4,8,15,265,"We need a Terraform template that creates an S3 bucket with an IAM user and a read-only policy scoped to that bucket, for integration with Zedcloud to host a virtual machine image, where the bucket name, IAM username, and policy name are configurable with an optional random suffix to avoid naming conflicts, and optionally it can create a folder inside the bucket and upload a specified image file; the template should output the zCLI commands needed to register the S3 bucket as a datastore and to create an image entry in Zedcloud, using the generated access key and secret.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the requirements without leaking Terraform specifics.,
iac_benchmark/scenarios/terrads_2a8715e9108a,4,10,5,252,"We need a Terraform template that creates a secure remote state backend using S3 and DynamoDB, with the logging bucket named using the prefix ""fugue-ci-cd-example-logs"" and the state bucket using the prefix ""fugue-ci-cd-example-tfstate"", both suffixed with the account ID and region, the state bucket must be encrypted with a KMS key that has an alias ""alias/tfstate-key"", enable server access logging to the logging bucket, include a folder object ""tfstate-aws/"" in the state bucket, and provision a DynamoDB table named ""tfstate-lock"" for state locking, all tagged with the environment ""security"" and deployed in us-east-1.",none,,False,,appropriate,False,,False,,False,"The prompt is well-specified for level 4, omitting secondary details like lifecycle rules and bucket policies while preserving all load-bearing configuration.",
iac_benchmark/scenarios/terrads_765efd6394eb,4,9,44,708,"We need a Terraform template that creates a configurable AWS Classic ELB with optional instance attachments and a comprehensive set of optional stickiness, SSL negotiation, proxy protocol, and custom load balancer policies, including app cookie stickiness, LB cookie stickiness, SSL negotiation, proxy protocol, load balancer policy, backend server policy, and listener policy, all controlled by enable flags and parameterized via variables with defaults such as a name prefix of ""TEST"" and environment of ""STAGE"", while allowing the user to specify the ELB's listeners, health checks, access logs, subnets, security groups, and other standard settings through variable inputs.",none,,False,,appropriate,False,,False,,False,"The prompt is well-structured, generalizes details, and includes necessary defaults without leaking Terraform-specific identifiers.",
iac_benchmark/scenarios/terrads_3e8cb545e8ce,3,5,16,366,"We need a Terraform template that creates an AWS ECR repository (either private or public, configurable via variables) with lifecycle policies to automatically expire untagged images after a configurable count (default 1) and rotate tagged images after a configurable maximum (default 10), image scanning on push enabled, immutable image tags, and KMS encryption by default (with optional custom KMS key ARN). The template must also support granting cross-account IAM principals either read-only or full access to the repository through separate variable lists, and include outputs for the registry ID, URL, repository name, and ARN.",none,,False,,appropriate,False,,False,,False,The prompt captures the essential features without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/terrads_0863d6bd0b25,2,6,3,85,"We need a Terraform template that creates an S3 bucket with configurable versioning and public access settings, where the bucket name is provided as a variable with a default value of ""akiraabucket12345648"", versioning is enabled only when the corresponding boolean variable is set to true, and public read ACL and public access block settings are applied only when the public ACL boolean variable is set to true, with the bucket ownership preference set to ""BucketOwnerPreferred"".",none,,False,,appropriate,False,,False,,False,"The prompt is clear, concise, and matches the ground truth without leaking Terraform specifics.",
iac_benchmark/scenarios/terrads_9d168e7478ae,4,16,0,337,"We need a Terraform template that creates a serverless REST API using API Gateway integrated with DynamoDB, supporting both a POST endpoint to add pet records and a GET endpoint to query pets by type, with the API secured by an API key and configured to log all requests to CloudWatch with INFO-level logging and metrics enabled, and the DynamoDB table should have a global secondary index on the PetType attribute to support the query operation.",none,,False,,appropriate,False,,False,,False,The prompt captures the core functional requirements without leaking Terraform specifics or omitting load-bearing details.,
iac_benchmark/scenarios/terrads_78a356be27a8,1,3,0,50,"We need a Terraform template that creates an S3 bucket in the eu-west-3 region for testing purposes, with a publicly readable ACL and a randomly generated bucket name using a pet name generator.",none,,False,,appropriate,False,,False,,False,The prompt correctly captures the essential requirements without leaking Terraform specifics.,
iac_benchmark/scenarios/terrads_a9d1b39b290a,1,4,1,64,"We need a Terraform template that creates a CodeDeploy application and deployment group for a nightscout project, with the application named ""nightscout__deploy_app"" and the deployment group named ""nightscout__deployment_group"", using the ""Server"" compute platform. The deployment group should target EC2 instances tagged with env=prod and app=nightscout using KEY_AND_VALUE filters, and must include automatic rollback on deployment failure. The template should also create an IAM role named ""nightscout__codedeploy_role"" with the CodeDeploy service trust policy, attach the AWS managed AWSCodeDeployRole policy, and accept a map of tags as a variable for all resources.",none,,False,,appropriate,False,,False,,False,"The prompt is concise, covers all load-bearing details, and avoids solution leakage.",
iac_benchmark/scenarios/terrads_5b7f8a1983b2,2,2,22,337,"We need a Terraform template that creates an Elastic Transcoder pipeline and preset for a media transcoding workflow, where the pipeline is configured with an input bucket, an IAM role ARN, and an optional output bucket and KMS key, and the preset uses the ""mp4"" container format, with both resources conditionally enabled via a boolean flag and named using a lowercase prefix derived from a ""TEST"" name and ""STAGE"" environment, and the template should output the IDs of both the pipeline and the preset.",none,,False,,appropriate,False,,False,,False,Prompt captures essential configuration without leaking Terraform specifics.,
iac_benchmark/scenarios/terrads_967b5442ed58,5,31,16,617,"We need a Terraform template that creates a highly available, multi-tier network infrastructure across three Availability Zones using a VPC with a CIDR block of 10.0.0.0/16, deploying one public subnet per AZ for resources that need direct internet access, three private application subnets (one per AZ) for internal workloads with outbound internet access through dedicated NAT Gateways, and three private database subnets (one per AZ) for data tiers that should have no external connectivity; the public subnets should auto-assign public IPs and be associated with a single public route table that directs 0.0.0.0/0 traffic to an Internet Gateway, while each private application subnet must have its own route table with a 0.0.0.0/0 route pointing to a NAT Gateway in the corresponding AZ, and the database subnets must be isolated with a route table containing only a local route for the VPC CIDR.",none,,False,,appropriate,False,,False,,False,The prompt accurately describes the multi-tier network structure without leaking Terraform syntax or assuming external dependencies.,
iac_benchmark/scenarios/terrads_502f773ea348,4,8,40,564,"We need a Terraform template that creates an SQS queue with a dead letter queue for testing purposes, where the main queue is named 'my-app-queue' as a standard (non-FIFO) queue with SQS-managed SSE encryption enabled, and the dead letter queue is automatically created with a redrive policy that moves messages to the DLQ after five receive attempts, along with a redrive allow policy that permits the main queue to redrive messages back from the DLQ; additionally, we need the ability to attach a custom queue policy to the main queue (with the policy statements to be provided later), and the template should expose variables for queue name, DLQ name, and other common settings, while outputting the queue URLs and ARNs for both queues.",none,,False,,appropriate,False,,False,,False,"The prompt is well-suited for level 4, specifying key details without leaking Terraform identifiers.",
iac_benchmark/scenarios/gh_3ec69cfa,3,4,25,386,"We need a Terraform template that creates an AWS EFS file system, with optional mount targets, a file system policy, and an access point, all conditionally enabled via boolean variables. The file system should be encrypted by default, use general purpose performance mode, and support lifecycle policies to transition files to Infrequent Access. The template must allow specifying the file system name, encryption key ARN, throughput mode, and provisioned throughput. For mount targets, it should accept a list of subnet IDs and optional security groups and IP addresses. The file system policy should accept a JSON policy document, and the access point should support POSIX user and root directory configuration with creation info. All resources should use the provided name and environment tags with a default prefix of ""TEST"" and ""STAGE"".",none,,False,,appropriate,False,,False,,False,The prompt accurately describes the required resources and configuration without leaking specific Terraform identifiers or syntax.,
iac_benchmark/scenarios/terrads_1def7c8627ad,4,20,10,330,"We need a Terraform template that creates a VPC in the eu-central-1 region with a CIDR block of 10.0.0.0/16, two public subnets (10.0.1.0/24 in eu-central-1a and 10.0.2.0/24 in eu-central-1b), two private subnets (10.0.3.0/24 in eu-central-1a and 10.0.4.0/24 in eu-central-1b), an internet gateway, two NAT gateways each with an Elastic IP, respective route tables with proper associations (public subnets to the internet gateway, private subnets to the NAT gateways), and security groups: a public group allowing inbound SSH, HTTP, and HTTPS from anywhere with all outbound traffic, and a private group allowing inbound SSH, HTTP, HTTPS, and PostgreSQL only from the public security group, plus all outbound traffic to the public security group, all with appropriate tags.",none,,False,,appropriate,False,,False,,False,The prompt accurately describes the required infrastructure without leaking Terraform-specific identifiers or assuming external dependencies.,
iac_benchmark/scenarios/terrads_49d84976c9e0,2,7,0,111,"We need a Terraform template that creates a VPC in the eu-west-1 region for testing purposes with a CIDR block of 10.0.0.0/16, associated with a DHCP options set that uses the domain name ""eu-west-1.compute.internal"", includes the DNS servers 8.8.8.8, 8.8.4.4, 127.0.0.1, and 10.0.0.2, the NTP server 127.0.0.1, and the NetBIOS name server 127.0.0.1 with a node type of 2, and there should be a single public subnet with a CIDR of 10.0.1.0/24 that auto-assigns public IPs, along with an internet gateway and an Elastic IP, and the default security group should allow inbound HTTPS, HTTP, and SSH only from within the VPC and allow all outbound traffic to anywhere.",none,,False,,appropriate,False,,False,,False,The prompt appropriately specifies key details without leaking Terraform identifiers.,
iac_benchmark/scenarios/terrads_22c9abca1058,2,7,0,96,"We need a Terraform template that creates a single public-facing Nginx web server on Amazon Linux 2 in a new VPC for testing purposes, using the latest Amazon Linux 2 AMI from the SSM Parameter Store, with the server configured to display a custom welcome page containing a taco emoji.",none,,False,,appropriate,False,,False,,False,"The prompt is concise, avoids Terraform-specific jargon, and correctly describes the required setup without leaking implementation details.",
iac_benchmark/scenarios/terrads_9b09455bd6d8,1,2,0,46,"We need a Terraform template that creates two SQS queues named ""test-sqs"" and ""test-sqs1"" for testing purposes, with each queue set to a delay of 90 seconds, a maximum message size of 2048 bytes, a message retention period of 86400 seconds, and a receive wait time of 10 seconds, and both queues should be tagged with Environment = production.",none,,False,,appropriate,False,,False,,False,The prompt is concise and matches the ground truth without leaking Terraform syntax or omitting essential details.,
iac_benchmark/scenarios/iaceval_3a8033f7,1,3,0,39,"We need a Terraform template that creates a SageMaker endpoint configuration for deploying a kmeans model for testing purposes, including the SageMaker model resource itself, an IAM role that allows SageMaker to assume the role, and a reference to the prebuilt kmeans ECR image. The instance type for the endpoint should be ml.t2.medium with an initial instance count of 1, and the model and endpoint config should be named ""my-model"" and ""my-endpoint-config"" respectively.",none,,False,,appropriate,False,,False,,False,"The prompt is concise, avoids Terraform-specific identifiers, and includes all load-bearing details for a level 1 task.",
iac_benchmark/scenarios/terrads_36a780a6e187,1,2,4,57,"We need a Terraform template that creates a VPC with two subnets in different availability zones for testing purposes, with DNS support and DNS hostnames enabled.",none,,False,,appropriate,False,,False,,False,"Prompt is appropriately sparse for level 1, covering the core objective.",
iac_benchmark/scenarios/gh_b9a9599b,1,2,0,74,"We need a Terraform template that creates an SNS topic named ""incident-response"" for incident response purposes, with a policy that allows the account owner to manage the topic and AWS Events to publish to it, and outputs the topic ARN.",none,,False,,appropriate,False,,False,,False,"Prompt is concise, self-contained, and accurately captures the essential requirements without leaking Terraform specifics.",
iac_benchmark/scenarios/terrads_7ed20d06a531,5,15,4,437,"We need a Terraform template that creates a multi-region S3 replication setup for testing purposes, with two source buckets in us-east-1 (source1) and two in us-west-2 (source2) using the default bucket names ""log1a.veerum"", ""log1b.veerum"", ""log2a.veerum"", and ""log2b.veerum"" respectively, each with versioning enabled and server-side encryption using a dedicated KMS key per source region (aliased as ""alias/sourcekey1"" and ""alias/sourcekey2""), and replicates every object to two destination regions—us-east-2 (replica1) and us-west-1 (replica2)—where the replica buckets are named by appending ""-replica1"" or ""-replica2"" to the source bucket name, also encrypted with their own KMS keys (aliased ""alias/replicakey1"" and ""alias/replicakey2""), and the replication configuration must use an IAM role created in the source1 region with the necessary permissions to read from both source buckets and write to both replica buckets, with the environment tag set to ""dev"" by default.",none,,False,,appropriate,False,,False,,False,The prompt accurately specifies all load-bearing details without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/gh_c61ca225,1,2,0,53,"We need a Terraform template that creates two ECS task definitions under the same family ""service"", one using the image ""service-first"" and the other using ""service"", both with 10 CPU units, 512 MB memory, a single container exposing port 80, and a volume named ""service-storage"" mounted at ""/ecs/service-storage"".",none,,False,,appropriate,False,,False,,False,"Prompt is concise, faithful, and appropriate for level 1.",
iac_benchmark/scenarios/terrads_aacf53e04510,5,17,13,411,"We need a Terraform template that creates a secure, production-ready remote state backend in the us-west-2 region using a custom AWS CLI profile. The template must provision an S3 bucket to store Terraform state files, a second separate S3 bucket to capture server access logs for the state bucket, and a DynamoDB table for state locking. The state bucket must deny any requests that do not use TLS/SSL, enforce server-side encryption using a customer-managed KMS key with automatic key rotation and a 10-day deletion window, enable versioning, block all public access, and abort incomplete multipart uploads after one day. Noncurrent object versions should transition to GLACIER storage after 30 days, with no automatic expiration set for them. The logging bucket must also use the same KMS key for encryption, block public access, and have noncurrent object versions transition to GLACIER after 90 days, also with no automatic expiration configured. The DynamoDB locking table should be named ""tf_state_lock"", use on-demand billing, be encrypted with the same KMS key, and have point-in-time recovery enabled. The primary S3 bucket name should be generated using a random pet prefix combined with the suffix ""tf-backend"", unless a fully custom bucket name is explicitly provided instead. Output the final generated bucket name. All resources must be tagged with a provided map of tags.",none,,False,,appropriate,False,,False,,False,The prompt accurately describes the required resources and configuration without leaking Terraform-specific identifiers.,
iac_benchmark/scenarios/terrads_b10ea28367db,2,3,4,92,"We need a Terraform template that creates a basic VPC for testing purposes with two public and two private subnets distributed across two availability zones in us-east-1, using the CIDR ranges 10.0.1.0/24 and 10.0.2.0/24 for the public subnets and 10.0.3.0/24 and 10.0.4.0/24 for the private subnets, with the VPC itself using the 10.0.0.0/16 block and DNS hostnames enabled.",none,,False,,appropriate,False,,False,,False,"The prompt clearly describes the VPC and subnet requirements without leaking Terraform-specific identifiers or syntax, and includes all necessary details for a deployable solution.",
iac_benchmark/scenarios/terrads_84e168b0fe71,3,7,4,163,"We need a Terraform template that creates a VPC for a backend development environment with a CIDR block of 10.0.0.0/16, a public subnet in us-east-1a with CIDR 10.0.1.0/24 and auto-assign public IP enabled, a private subnet in us-east-1b with CIDR 10.0.2.0/24, an internet gateway, a public route table with a default route to the internet gateway, and a security group that allows SSH access only from the VPC CIDR and HTTP access from anywhere, along with the necessary route table association and outputs for the VPC and subnet IDs.",none,,False,,appropriate,False,,False,,False,"The prompt accurately describes the required infrastructure without leaking Terraform-specific identifiers or raw code, and includes all essential details for a level 3 task.",
iac_benchmark/scenarios/terrads_9adbd7969ed1,4,29,1,337,"We need a Terraform template that creates a multi-tier VPC infrastructure in the ap-south-1 region for a BJIT DevOps task, including a VPC with CIDR 10.0.0.0/16, three public subnets with CIDRs 10.0.4.0/24, 10.0.6.0/24, and 10.0.8.0/24, and three private subnets with CIDRs 10.0.10.0/24, 10.0.12.0/24, and 10.0.14.0/24, each in a different availability zone, along with an Internet Gateway, a public route table with a default route to the IGW, and three private route tables, one per availability zone, with the public subnets associated to the public route table and each private subnet associated to its respective private route table, and a VPC endpoint for S3 using the private route tables, and security groups for an ALB allowing inbound TCP traffic on ports 80-443 from anywhere, for an RDS instance allowing inbound TCP on port 3306 from the VPC CIDR, for Redis allowing inbound TCP on port 6379 from the VPC CIDR, for an API server allowing inbound TCP on ports 8080 and 22 from the VPC CIDR, for a file server allowing inbound TCP on ports 8081 and 22 from the VPC CIDR, and for public SSH access allowing inbound TCP on port 22 from anywhere, with all security groups having an outbound rule allowing all traffic to anywhere.",none,,False,,appropriate,False,,False,,False,The prompt accurately describes the required infrastructure without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/gh_e42ae295,1,3,2,41,"We need a Terraform template that creates three AWS AMI resources for testing compliance checks on EBS block device encryption: one with encryption explicitly set to true, one with encryption explicitly set to false, and one where the encryption attribute is not specified at all, so that our security scanning tool can be verified to correctly flag the latter two as non-compliant.",none,,False,,appropriate,False,,False,,False,"The prompt is concise and appropriate for level 1, capturing the essential compliance testing scenarios without leaking Terraform specifics.",
